Gene	Gene_id	Disease	Disease_id	Type	Disease_Class	Semantic_Type	N_genes_d	N_SNPs_d	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
SIGMAR1	10280	Hammer Toe	C1136179	phenotype	Musculoskeletal Diseases	Anatomical Abnormality	35	5	0.1	no reported evidence		0	0		
SIGMAR1	10280	Decreased muscle mass	C1837108	phenotype		Finding	47	0	0.1	no reported evidence		0	0		
SIGMAR1	10280	Distal amyotrophy	C1848736	disease		Disease or Syndrome	76	1	0.1	no reported evidence		0	0		
SIGMAR1	10280	Decreased motor nerve conduction velocity	C1858729	phenotype		Finding	39	0	0.1	no reported evidence		0	0		
SIGMAR1	10280	Distal limb muscle weakness due to peripheral neuropathy	C1864696	phenotype		Finding	85	10	0.1	no reported evidence		0	0		
SIGMAR1	10280	Abnormal lower motor neuron morphology	C1865412	phenotype		Finding	11	0	0.1	no reported evidence		0	0		
SIGMAR1	10280	Foot dorsiflexor weakness	C1866141	phenotype		Finding	46	2	0.1	no reported evidence		0	0		
SIGMAR1	10280	Pseudobulbar behavioral symptoms	C4025720	phenotype		Sign or Symptom	5	0	0.1	no reported evidence		0	0		
SIGMAR1	10280	Abnormal upper motor neuron morphology	C4025723	phenotype		Anatomical Abnormality	14	1	0.1	no reported evidence		0	0		
DCHS2	54798	Fibrinogen assay	C0337428	phenotype		Laboratory Procedure	48	142	0.1	no reported evidence		1	1	2011.0	2011.0
DCHS2	54798	Bilirubin measurement	C0344395	phenotype		Laboratory Procedure	25	484	0.1	no reported evidence		1	1	2010.0	2010.0
DCHS2	54798	Cytokine Measurement	C2699541	group		Laboratory Procedure	58	121	0.1	no reported evidence		1	1	2012.0	2012.0
BTNL2	56244	Azoospermia	C0004509	disease	Male Urogenital Diseases	Disease or Syndrome	173	80	0.1	no reported evidence		1	1	2012.0	2012.0
BTNL2	56244	Chest Pain	C0008031	phenotype	Pathological Conditions, Signs and Symptoms	Sign or Symptom	75	2	0.1	no reported evidence		0	0		
BTNL2	56244	Coughing	C0010200	phenotype	Pathological Conditions, Signs and Symptoms; Respiratory Tract Diseases	Sign or Symptom	92	9	0.1	no reported evidence		0	0		
BTNL2	56244	Diabetes Mellitus, Insulin-Dependent	C0011854	disease	Endocrine System Diseases; Immune System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	955	775	0.1	no reported evidence		2	7	2007.0	2016.0
BTNL2	56244	Dyspnea	C0013404	phenotype	Pathological Conditions, Signs and Symptoms; Respiratory Tract Diseases	Sign or Symptom	187	5	0.1	no reported evidence		0	0		
BTNL2	56244	Erythema Nodosum	C0014743	disease	Immune System Diseases; Skin and Connective Tissue Diseases; Substance-Related Disorders	Disease or Syndrome	28	1	0.1	no reported evidence		0	0		
BTNL2	56244	Fatigue	C0015672	phenotype	Pathological Conditions, Signs and Symptoms	Sign or Symptom	329	33	0.1	no reported evidence		0	0		
BTNL2	56244	Fever	C0015967	phenotype	Pathological Conditions, Signs and Symptoms	Sign or Symptom	172	2	0.1	no reported evidence		0	0		
BTNL2	56244	Membranous glomerulonephritis	C0017665	disease	Female Urogenital Diseases and Pregnancy Complications; Immune System Diseases; Male Urogenital Diseases	Disease or Syndrome	94	26	0.1	no reported evidence		1	1	2011.0	2011.0
BTNL2	56244	Hypersensitivity	C0020517	group	Immune System Diseases	Pathologic Function	184	964	0.1	no reported evidence		1	5	2013.0	2013.0
BTNL2	56244	Immune System Diseases	C0021053	group	Immune System Diseases	Disease or Syndrome	249	160	0.1	no reported evidence		1	1	2013.0	2013.0
BTNL2	56244	Leukopenia	C0023530	disease	Hemic and Lymphatic Diseases	Disease or Syndrome	245	63	0.1	no reported evidence		0	0		
BTNL2	56244	Narcolepsy	C0027404	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	257	440	0.1	no reported evidence		1	4	2009.0	2009.0
BTNL2	56244	Thrombocytopenia	C0040034	phenotype	Hemic and Lymphatic Diseases	Disease or Syndrome	340	34	0.1	no reported evidence		0	0		
BTNL2	56244	Uveitis	C0042164	disease	Eye Diseases	Disease or Syndrome	129	22	0.1	no reported evidence		0	0		
BTNL2	56244	Adenocarcinoma of lung (disorder)	C0152013	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1187	428	0.1	no reported evidence		2	1	2012.0	2016.0
BTNL2	56244	Joint swelling	C0152031	phenotype		Finding	66	1	0.1	no reported evidence		0	0		
BTNL2	56244	Autoimmune thyroid disease	C0178468	disease		Disease or Syndrome	131	79	0.1	no reported evidence		1	1	2016.0	2016.0
BTNL2	56244	Antibody measurement (procedure)	C0201278	group		Laboratory Procedure	10	56	0.1	no reported evidence		1	8	2013.0	2013.0
BTNL2	56244	Waist-Hip Ratio	C0205682	phenotype		Organism Attribute	121	320	0.1	no reported evidence		1	1	2010.0	2010.0
BTNL2	56244	Lung Diseases, Interstitial	C0206062	group	Respiratory Tract Diseases	Disease or Syndrome	150	121	0.1	no reported evidence		1	1	2013.0	2013.0
BTNL2	56244	Mucosa-Associated Lymphoid Tissue Lymphoma	C0242647	disease	Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	175	8	0.1	no reported evidence		1	1	2015.0	2015.0
BTNL2	56244	Decreased platelet count	C0392386	phenotype		Finding	151	0	0.1	no reported evidence		0	0		
BTNL2	56244	Osteoarthritis, Knee	C0409959	disease	Musculoskeletal Diseases	Disease or Syndrome	92	34	0.1	no reported evidence		1	1	2011.0	2011.0
BTNL2	56244	Weight decreased	C1262477	phenotype	Pathological Conditions, Signs and Symptoms	Finding	160	0	0.1	no reported evidence		0	0		
BTNL2	56244	Anti-cyclic citrullinated peptide antibody level	C1318660	phenotype		Laboratory Procedure	1	1	0.1	no reported evidence		1	1	2009.0	2009.0
BTNL2	56244	SARCOIDOSIS, SUSCEPTIBILITY TO, 2	C2676468	phenotype		Finding	1	1	0.1	no reported evidence		1	1	2005.0	2005.0
BTNL2	56244	Increase in T cell count	C4021960	phenotype		Finding	2	0	0.1	no reported evidence		0	0		
SLC12A9	56996	Malignant neoplasm of breast	C0006142	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	5053	1365	0.1	no reported evidence	0.9354839	31	0	1995.0	2016.0
SLC12A9	56996	Malignant tumor of colon	C0007102	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2000	135	0.1	no reported evidence	1.0	16	0	1997.0	2013.0
SLC12A9	56996	Squamous cell carcinoma	C0007137	disease	Neoplasms	Neoplastic Process	1875	224	0.1	no reported evidence	0.9166667	12	0	1997.0	2017.0
SLC12A9	56996	Colorectal Carcinoma	C0009402	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2931	539	0.1	no reported evidence	1.0	18	0	1995.0	2013.0
SLC12A9	56996	Coronary heart disease	C0010068	disease	Cardiovascular Diseases	Disease or Syndrome	912	760	0.1	no reported evidence		1	1	2011.0	2011.0
SLC12A9	56996	Glioblastoma	C0017636	disease	Neoplasms	Neoplastic Process	1936	180	0.1	no reported evidence	1.0	10	0	1998.0	2014.0
SLC12A9	56996	Hypertensive disease	C0020538	group	Cardiovascular Diseases	Disease or Syndrome	1309	447	0.1	no reported evidence		1	1	2011.0	2011.0
SLC12A9	56996	leukemia	C0023418	disease	Neoplasms	Neoplastic Process	1940	76	0.1	no reported evidence	1.0	14	0	1994.0	2013.0
SLC12A9	56996	Ovarian Carcinoma	C0029925	disease		Neoplastic Process	2202	316	0.1	no reported evidence	0.8571429	14	0	1996.0	2013.0
SLC12A9	56996	Malignant neoplasm of prostate	C0376358	disease	Male Urogenital Diseases; Neoplasms	Neoplastic Process	3238	563	0.1	no reported evidence	0.9473684	19	0	1995.0	2014.0
SLC12A9	56996	Carcinogenesis	C0596263	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	4064	159	0.1	no reported evidence	0.8888889	18	0	1996.0	2015.0
SLC12A9	56996	Prostate carcinoma	C0600139	disease		Neoplastic Process	3144	756	0.1	no reported evidence	0.9473684	19	0	1995.0	2014.0
SLC12A9	56996	Breast Carcinoma	C0678222	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	4962	1839	0.1	no reported evidence	0.9428571	35	0	1994.0	2016.0
SLC12A9	56996	Colon Carcinoma	C0699790	disease		Neoplastic Process	2090	240	0.1	no reported evidence	1.0	18	0	1997.0	2013.0
SLC12A9	56996	Stomach Carcinoma	C0699791	disease		Neoplastic Process	2377	364	0.1	no reported evidence	1.0	10	0	1997.0	2016.0
SLC12A9	56996	Malignant neoplasm of ovary	C1140680	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	2025	244	0.1	no reported evidence	0.9090909	11	0	1996.0	2013.0
SLC12A9	56996	Colorectal Cancer	C1527249	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3298	955	0.1	no reported evidence	0.9333333	15	0	1995.0	2013.0
SLC12A9	56996	RESTING HEART RATE	C1821417	phenotype		Finding	52	110	0.1	no reported evidence		1	1	2010.0	2010.0
SLC12A9	56996	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.1	no reported evidence	0.9615385	26	0	1997.0	2015.0
UFSP1	402682	RESTING HEART RATE	C1821417	phenotype		Finding	52	110	0.1	no reported evidence		1	1	2010.0	2010.0
HCG23	414764	Rheumatoid Arthritis	C0003873	disease	Immune System Diseases; Musculoskeletal Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	1832	1878	0.1	no reported evidence		3	10	2007.0	2011.0
HCG23	414764	Asthma	C0004096	disease	Immune System Diseases; Respiratory Tract Diseases	Disease or Syndrome	1312	729	0.1	no reported evidence		1	1	2011.0	2011.0
HCG23	414764	Diabetes Mellitus, Insulin-Dependent	C0011854	disease	Endocrine System Diseases; Immune System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	955	775	0.1	no reported evidence		1	2	2007.0	2007.0
HCG23	414764	Hypersensitivity	C0020517	group	Immune System Diseases	Pathologic Function	184	964	0.1	no reported evidence		1	2	2013.0	2013.0
HCG23	414764	Multiple Sclerosis	C0026769	disease	Immune System Diseases; Nervous System Diseases	Disease or Syndrome	1105	745	0.1	no reported evidence		1	1	2010.0	2010.0
HCG23	414764	Narcolepsy	C0027404	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	257	440	0.1	no reported evidence		1	1	2009.0	2009.0
HCG23	414764	Sarcoidosis	C0036202	disease	Hemic and Lymphatic Diseases	Disease or Syndrome	235	760	0.1	no reported evidence		1	5	2013.0	2013.0
HCG23	414764	Physical Activity Measurement	C4049938	phenotype		Laboratory Procedure	110	303	0.1	no reported evidence		1	1	2017.0	2017.0
CYP19A1	1588	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.09	no reported evidence	1.0	9	2	2004.0	2015.0
IL10	3586	Celiac Disease	C0007570	disease	Digestive System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	311	176	0.09	no reported evidence	1.0	9	0	1997.0	2008.0
IL10	3586	Malignant tumor of cervix	C0007847	disease		Neoplastic Process	883	79	0.09	no reported evidence	0.8888889	9	3	2002.0	2016.0
IL10	3586	Primary biliary cirrhosis	C0008312	disease	Digestive System Diseases	Disease or Syndrome	328	108	0.09	no reported evidence	1.0	9	0	1998.0	2011.0
IL10	3586	Cystic Fibrosis	C0010674	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Digestive System Diseases; Respiratory Tract Diseases	Disease or Syndrome	593	489	0.09	no reported evidence	1.0	9	0	1999.0	2015.0
IL10	3586	Diabetes Mellitus	C0011849	group	Endocrine System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	1506	440	0.09	no reported evidence	0.8888889	9	0	2000.0	2016.0
IL10	3586	Glioma	C0017638	disease	Neoplasms	Neoplastic Process	2210	180	0.09	no reported evidence	1.0	9	1	1994.0	2015.0
IL10	3586	Kidney Failure, Chronic	C0022661	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	436	101	0.09	no reported evidence	0.8571429	9	0	1995.0	2018.0
IL10	3586	Myasthenia Gravis	C0026896	disease	Immune System Diseases; Nervous System Diseases	Disease or Syndrome	178	8	0.09	no reported evidence	0.875	9	0	1997.0	2013.0
IL10	3586	Epstein-Barr Virus Infections	C0149678	group	Virus Diseases	Disease or Syndrome	233	11	0.09	no reported evidence	0.8888889	9	1	1993.0	2012.0
IL10	3586	Primary Sjögren's syndrome	C0151449	disease		Disease or Syndrome	150	15	0.09	no reported evidence	1.0	9	0	1994.0	2014.0
IL10	3586	Allergic asthma	C0155877	disease		Disease or Syndrome	196	23	0.09	no reported evidence	1.0	9	0	1996.0	2016.0
IL10	3586	Tumor Progression	C0178874	phenotype		Neoplastic Process	2089	36	0.09	no reported evidence	1.0	9	0	2000.0	2016.0
IL10	3586	Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site	C0375023	disease		Disease or Syndrome	215	11	0.09	no reported evidence	0.8888889	9	0	2000.0	2012.0
IL10	3586	Coronary Artery Disease	C1956346	disease	Cardiovascular Diseases	Disease or Syndrome	980	861	0.09	no reported evidence	0.875	9	0	2001.0	2011.0
IL10	3586	cervical cancer	C4048328	disease	Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	964	87	0.09	no reported evidence	0.8888889	9	3	2002.0	2016.0
VDR	7421	Colorectal Neoplasms	C0009404	group	Digestive System Diseases; Neoplasms	Neoplastic Process	1072	226	0.09	no reported evidence	1.0	9	0	2005.0	2010.0
VDR	7421	Psoriasis	C0033860	disease	Skin and Connective Tissue Diseases	Disease or Syndrome	817	636	0.09	no reported evidence	1.0	9	1	1999.0	2014.0
VDR	7421	Chronic Kidney Diseases	C1561643	group	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	379	120	0.09	no reported evidence	0.8888889	9	1	1996.0	2016.0
SLC12A9	56996	Glioma	C0017638	disease	Neoplasms	Neoplastic Process	2210	180	0.09	no reported evidence	0.8888889	9	0	1995.0	2015.0
SLC12A9	56996	Liver neoplasms	C0023903	group	Digestive System Diseases; Neoplasms	Neoplastic Process	1320	7	0.09	no reported evidence	0.8888889	9	0	1999.0	2013.0
SLC12A9	56996	melanoma	C0025202	disease	Neoplasms	Neoplastic Process	2453	389	0.09	no reported evidence	1.0	9	0	1994.0	2016.0
CYP19A1	1588	Anaplastic thyroid carcinoma	C0238461	disease	Neoplasms	Neoplastic Process	175	3	0.08	no reported evidence	1.0	8	0	2000.0	2016.0
GALT	2592	Ovarian Carcinoma	C0029925	disease		Neoplastic Process	2202	316	0.08	no reported evidence	0.625	8	1	1993.0	2012.0
GALT	2592	Malignant neoplasm of ovary	C1140680	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	2025	244	0.08	no reported evidence	0.625	8	1	1993.0	2012.0
IL10	3586	Acquired Immunodeficiency Syndrome	C0001175	group	Immune System Diseases; Virus Diseases	Disease or Syndrome	187	33	0.08	no reported evidence	0.8571429	8	1	1992.0	2011.0
IL10	3586	Bronchiolitis	C0006271	disease	Respiratory Tract Diseases	Disease or Syndrome	65	22	0.08	no reported evidence	1.0	8	1	2004.0	2016.0
IL10	3586	Renal Cell Carcinoma	C0007134	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Neoplasms	Neoplastic Process	1347	175	0.08	no reported evidence	1.0	8	0	1994.0	2013.0
IL10	3586	Liver Cirrhosis	C0023890	disease	Digestive System Diseases	Disease or Syndrome	682	71	0.08	no reported evidence	1.0	8	0	2000.0	2015.0
IL10	3586	Uveitis	C0042164	disease	Eye Diseases	Disease or Syndrome	129	22	0.08	no reported evidence	1.0	8	2	1998.0	2014.0
IL10	3586	Carcinoma of lung	C0684249	disease		Neoplastic Process	2475	735	0.08	no reported evidence	1.0	8	1	1999.0	2014.0
IL10	3586	Colon Carcinoma	C0699790	disease		Neoplastic Process	2090	240	0.08	no reported evidence	1.0	8	0	1996.0	2016.0
IL10	3586	Chronic graft-versus-host disease	C0867389	disease		Disease or Syndrome	105	8	0.08	no reported evidence	1.0	8	0	2001.0	2013.0
IL10	3586	Malignant neoplasm of ovary	C1140680	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	2025	244	0.08	no reported evidence	1.0	8	0	1994.0	2018.0
IL10	3586	Primary malignant neoplasm of lung	C1306460	disease		Neoplastic Process	2267	400	0.08	no reported evidence	1.0	8	1	1999.0	2014.0
IL10	3586	Nasopharyngeal carcinoma	C2931822	disease	Neoplasms; Otorhinolaryngologic Diseases; Stomatognathic Diseases	Neoplastic Process	781	60	0.08	no reported evidence	1.0	8	0	1997.0	2017.0
VDR	7421	Adenoma	C0001430	group	Neoplasms	Neoplastic Process	999	73	0.08	no reported evidence	0.5714286	8	0	1999.0	2016.0
VDR	7421	Cardiovascular Diseases	C0007222	group	Cardiovascular Diseases	Disease or Syndrome	786	197	0.08	no reported evidence	1.0	8	1	1998.0	2015.0
VDR	7421	Coronary heart disease	C0010068	disease	Cardiovascular Diseases	Disease or Syndrome	912	760	0.08	no reported evidence	1.0	8	0	1998.0	2018.0
VDR	7421	Crohn Disease	C0010346	disease	Digestive System Diseases	Disease or Syndrome	911	956	0.08	no reported evidence	1.0	8	0	2000.0	2016.0
VDR	7421	Graves Disease	C0018213	disease	Endocrine System Diseases; Eye Diseases; Immune System Diseases	Disease or Syndrome	334	213	0.08	no reported evidence	1.0	8	5	2000.0	2014.0
VDR	7421	Cutaneous Melanoma	C0151779	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	300	203	0.08	no reported evidence	0.875	8	0	2004.0	2016.0
VDR	7421	Intervertebral Disc Degeneration	C0158266	disease	Musculoskeletal Diseases	Disease or Syndrome	101	5	0.08	no reported evidence	0.875	8	0	2002.0	2017.0
VDR	7421	Tumor Progression	C0178874	phenotype		Neoplastic Process	2089	36	0.08	no reported evidence	1.0	8	0	1999.0	2009.0
VDR	7421	Adenoma of large intestine	C1302401	disease		Neoplastic Process	257	61	0.08	no reported evidence	1.0	8	0	2001.0	2012.0
ACHE	43	Myasthenia Gravis	C0026896	disease	Immune System Diseases; Nervous System Diseases	Disease or Syndrome	178	8	0.07	no reported evidence	1.0	7	0	1995.0	2017.0
GALT	2592	Endometriosis	C0014175	disease	Female Urogenital Diseases and Pregnancy Complications	Disease or Syndrome	748	156	0.07	no reported evidence	0.857142857142857	7	2	1997.0	2006.0
IL10	3586	Cardiovascular Diseases	C0007222	group	Cardiovascular Diseases	Disease or Syndrome	786	197	0.07	no reported evidence	1.0	7	0	2001.0	2018.0
IL10	3586	Coronary heart disease	C0010068	disease	Cardiovascular Diseases	Disease or Syndrome	912	760	0.07	no reported evidence	0.8571429	7	0	2001.0	2011.0
IL10	3586	Diabetes	C0011847	disease		Disease or Syndrome	1267	349	0.07	no reported evidence	0.8571429	7	0	2000.0	2014.0
IL10	3586	Graves Disease	C0018213	disease	Endocrine System Diseases; Eye Diseases; Immune System Diseases	Disease or Syndrome	334	213	0.07	no reported evidence	0.8571429	7	1	1994.0	2016.0
IL10	3586	Influenza	C0021400	disease	Respiratory Tract Diseases; Virus Diseases	Disease or Syndrome	588	13	0.07	no reported evidence	0.7142857	7	0	2001.0	2014.0
IL10	3586	Chronic Obstructive Airway Disease	C0024117	disease	Respiratory Tract Diseases	Disease or Syndrome	668	408	0.07	no reported evidence	0.6666667	7	0	2007.0	2015.0
IL10	3586	Lupus Vulgaris	C0024131	disease	Bacterial Infections and Mycoses; Skin and Connective Tissue Diseases	Disease or Syndrome	283	17	0.07	no reported evidence	1.0	7	0	1996.0	2015.0
IL10	3586	Lupus Erythematosus, Discoid	C0024138	disease	Skin and Connective Tissue Diseases	Disease or Syndrome	308	17	0.07	no reported evidence	1.0	7	0	1996.0	2015.0
IL10	3586	Cerebrovascular accident	C0038454	group	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	767	331	0.07	no reported evidence	0.8571429	7	0	2002.0	2016.0
IL10	3586	Lupus Erythematosus	C0409974	disease		Disease or Syndrome	303	17	0.07	no reported evidence	1.0	7	0	1996.0	2015.0
IL10	3586	Epithelial ovarian cancer	C0677886	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	1328	197	0.07	no reported evidence	0.8571429	7	0	1998.0	2018.0
IL10	3586	Ischemic stroke	C0948008	disease		Disease or Syndrome	393	209	0.07	no reported evidence	1.0	7	3	2008.0	2017.0
IL10	3586	Sjogren's Syndrome	C1527336	disease	Eye Diseases; Immune System Diseases; Musculoskeletal Diseases; Skin and Connective Tissue Diseases; Stomatognathic Diseases	Disease or Syndrome	259	29	0.07	no reported evidence	0.75	7	0	1994.0	2007.0
VDR	7421	Rectal Carcinoma	C0007113	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	275	68	0.07	no reported evidence	1.0	7	0	2001.0	2008.0
VDR	7421	Malignant neoplasm of skin	C0007114	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	306	23	0.07	no reported evidence	0.8571429	7	1	2007.0	2016.0
VDR	7421	Coronary Arteriosclerosis	C0010054	disease	Cardiovascular Diseases	Disease or Syndrome	759	189	0.07	no reported evidence	1.0	7	0	1998.0	2018.0
VDR	7421	Hypercalcemia	C0020437	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	97	3	0.07	no reported evidence	0.8571429	7	0	1995.0	2016.0
VDR	7421	Inflammatory Bowel Diseases	C0021390	group	Digestive System Diseases	Disease or Syndrome	910	451	0.07	no reported evidence	0.8571429	7	0	2000.0	2015.0
VDR	7421	Parathyroid Adenoma	C0262587	disease	Endocrine System Diseases; Neoplasms	Neoplastic Process	76	8	0.07	no reported evidence	0.7142857	7	0	1998.0	2013.0
VDR	7421	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.07	no reported evidence	1.0	7	0	2005.0	2018.0
SLC12A9	56996	Malignant neoplasm of stomach	C0024623	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2397	341	0.07	no reported evidence	1.0	7	0	1998.0	2016.0
SLC12A9	56996	Malignant neoplasm of lung	C0242379	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2448	409	0.07	no reported evidence	0.8571429	7	0	2000.0	2015.0
SLC12A9	56996	Carcinoma of lung	C0684249	disease		Neoplastic Process	2475	735	0.07	no reported evidence	0.8571429	7	0	2000.0	2015.0
SLC12A9	56996	Primary malignant neoplasm of lung	C1306460	disease		Neoplastic Process	2267	400	0.07	no reported evidence	0.8571429	7	0	2000.0	2015.0
CYP19A1	1588	Choriocarcinoma	C0008497	disease	Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	299	1	0.06	no reported evidence	1.0	6	0	1992.0	2002.0
CYP19A1	1588	Adrenocortical carcinoma	C0206686	disease	Endocrine System Diseases; Neoplasms	Neoplastic Process	184	39	0.06	no reported evidence	1.0	6	0	2000.0	2016.0
IL10	3586	Encephalitis, St. Louis	C0014060	disease	Nervous System Diseases; Virus Diseases	Disease or Syndrome	123	11	0.06	no reported evidence	1.0	6	0	2005.0	2014.0
IL10	3586	Kidney Diseases	C0022658	group	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	638	93	0.06	no reported evidence	0.8333333	6	0	2002.0	2016.0
IL10	3586	Leprosy	C0023343	disease	Bacterial Infections and Mycoses	Disease or Syndrome	142	148	0.06	no reported evidence	1.0	6	4	2003.0	2016.0
IL10	3586	Mycobacterium Infections	C0026918	group	Bacterial Infections and Mycoses	Disease or Syndrome	97	4	0.06	no reported evidence	0.8333333	6	1	1993.0	2017.0
IL10	3586	Degenerative polyarthritis	C0029408	disease	Musculoskeletal Diseases	Disease or Syndrome	975	92	0.06	no reported evidence	0.8333333	6	0	1994.0	2016.0
IL10	3586	Pain	C0030193	phenotype	Pathological Conditions, Signs and Symptoms	Sign or Symptom	484	101	0.06	no reported evidence	1.0	6	0	2001.0	2016.0
IL10	3586	Parkinson Disease	C0030567	disease	Nervous System Diseases	Disease or Syndrome	1063	636	0.06	no reported evidence	1.0	6	0	2005.0	2017.0
IL10	3586	Vitiligo	C0042900	disease	Skin and Connective Tissue Diseases	Disease or Syndrome	242	205	0.06	no reported evidence	1.0	6	0	2009.0	2017.0
IL10	3586	Hepatitis B, Chronic	C0524909	disease	Digestive System Diseases; Virus Diseases	Disease or Syndrome	237	209	0.06	no reported evidence	1.0	6	1	2006.0	2015.0
IL10	3586	Multiple Sclerosis, Relapsing-Remitting	C0751967	disease	Immune System Diseases; Nervous System Diseases	Disease or Syndrome	77	5	0.06	no reported evidence	1.0	6	0	1996.0	2016.0
IL10	3586	Mammary Neoplasms	C1458155	group	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	2386	303	0.06	no reported evidence	1.0	6	0	1997.0	2012.0
IL10	3586	VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding)	C1847835	disease		Disease or Syndrome	165	42	0.06	no reported evidence	1.0	6	0	2009.0	2017.0
IL10	3586	Chronic kidney disease stage 5	C2316810	disease		Disease or Syndrome	387	103	0.06	no reported evidence	1.0	6	0	1995.0	2018.0
IL10	3586	Allergic rhinitis (disorder)	C2607914	disease	Immune System Diseases; Otorhinolaryngologic Diseases; Respiratory Tract Diseases	Disease or Syndrome	162	54	0.06	no reported evidence	1.0	6	0	2004.0	2016.0
IL10	3586	Pneumonitis	C3714636	disease	Respiratory Tract Diseases	Disease or Syndrome	338	4	0.06	no reported evidence	1.0	6	0	1999.0	2017.0
IL10	3586	Experimental Organism Basal Cell Carcinoma	C3811653	phenotype		Neoplastic Process	281	33	0.06	no reported evidence	0.8333333	6	0	2003.0	2012.0
VDR	7421	Diabetic Nephropathy	C0011881	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	560	110	0.06	no reported evidence	1.0	6	0	2010.0	2017.0
VDR	7421	Kidney Calculi	C0022650	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	62	34	0.06	no reported evidence	1.0	6	0	1999.0	2016.0
VDR	7421	Kidney Failure, Chronic	C0022661	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	436	101	0.06	no reported evidence	0.8	6	0	1996.0	2010.0
VDR	7421	Lupus Erythematosus, Systemic	C0024141	disease	Immune System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	1112	674	0.06	no reported evidence	1.0	6	0	2002.0	2018.0
VDR	7421	Parkinson Disease	C0030567	disease	Nervous System Diseases	Disease or Syndrome	1063	636	0.06	no reported evidence	1.0	6	4	2005.0	2018.0
VDR	7421	Malignant neoplasm of lung	C0242379	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2448	409	0.06	no reported evidence	0.8333333	6	4	2012.0	2018.0
VDR	7421	Chronic Periodontitis	C0266929	disease	Stomatognathic Diseases	Disease or Syndrome	147	33	0.06	no reported evidence	1.0	6	0	2003.0	2011.0
VDR	7421	Epithelial ovarian cancer	C0677886	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	1328	197	0.06	no reported evidence	0.8333333	6	6	2008.0	2013.0
VDR	7421	Carcinoma of lung	C0684249	disease		Neoplastic Process	2475	735	0.06	no reported evidence	0.8333333	6	4	2012.0	2018.0
