Gene	Gene_id	Disease	Disease_id	Type	Disease_Class	Semantic_Type	N_genes_d	N_SNPs_d	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
IL6	3569	Drug-Induced Acute Liver Injury	C3658290	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	324	0	0.3	no reported evidence		2	0	1995.0	2005.0
IL6	3569	Extrahepatic Cholangiocarcinoma	C3805278	disease	Neoplasms	Neoplastic Process	79	1	0.3	no reported evidence		1	0	2008.0	2008.0
IL6	3569	Research-Related Injuries	C4046002	group	Wounds and Injuries	Injury or Poisoning	18	0	0.3	no reported evidence		1	0	2011.0	2011.0
IL6	3569	Convulsions	C4048158	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	117	0	0.3	no reported evidence		1	0	2003.0	2003.0
IL6	3569	Chemical and Drug Induced Liver Injury	C4277682	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	324	0	0.3	no reported evidence		2	0	1995.0	2005.0
IL6	3569	Chemically-Induced Liver Toxicity	C4279912	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	324	0	0.3	no reported evidence		2	0	1995.0	2005.0
IL6	3569	Familial Ménière disease	C4302111	disease		Disease or Syndrome	124	0	0.3	limited		1	0	2017.0	2017.0
IL6	3569	Entamoeba histolytica Infection	C4316791	disease	Parasitic Diseases	Disease or Syndrome	6	0	0.3	no reported evidence		1	0	2007.0	2007.0
IL6	3569	Absence Seizures	C4316903	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	122	2	0.3	no reported evidence		1	0	2003.0	2003.0
IL6	3569	Epileptic Seizures	C4317109	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	102	0	0.3	no reported evidence		1	0	2003.0	2003.0
IL6	3569	Myoclonic Seizures	C4317123	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	155	0	0.3	no reported evidence		1	0	2003.0	2003.0
IL6	3569	Generalized Absence Seizures	C4505436	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	100	0	0.3	no reported evidence		1	0	2003.0	2003.0
KCNQ1	3784	Adenocarcinoma, Basal Cell	C0205641	disease	Neoplasms	Neoplastic Process	116	0	0.3	no reported evidence		1	0	2014.0	2014.0
KCNQ1	3784	Adenocarcinoma, Oxyphilic	C0205642	disease	Neoplasms	Neoplastic Process	121	0	0.3	no reported evidence		1	0	2014.0	2014.0
KCNQ1	3784	Carcinoma, Cribriform	C0205643	disease	Neoplasms	Neoplastic Process	114	0	0.3	no reported evidence		1	0	2014.0	2014.0
KCNQ1	3784	Carcinoma, Granular Cell	C0205644	disease	Neoplasms	Neoplastic Process	114	0	0.3	no reported evidence		1	0	2014.0	2014.0
KCNQ1	3784	Adenocarcinoma, Tubular	C0205645	disease	Neoplasms	Neoplastic Process	124	1	0.3	no reported evidence		1	0	2014.0	2014.0
KCNQ1	3784	Intestinal Cancer	C0346627	group	Digestive System Diseases; Neoplasms	Neoplastic Process	57	0	0.3	no reported evidence		1	0	2014.0	2014.0
KCNQ1	3784	Cardiomyopathy, Hypertrophic, Familial	C0949658	disease	Cardiovascular Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	Disease or Syndrome	72	436	0.3	no reported evidence		1	0	2014.0	2014.0
KCNQ1	3784	Acoustic Trauma	C1148522	disease	Nervous System Diseases; Otorhinolaryngologic Diseases; Pathological Conditions, Signs and Symptoms	Injury or Poisoning	22	0	0.3	no reported evidence		1	0	2006.0	2006.0
KCNQ1	3784	ATRIAL FIBRILLATION, FAMILIAL, 1 (disorder)	C1843687	disease	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	21	1	0.3	no reported evidence		0	0		
KCNQ1	3784	Short QT Syndrome 1	C1865020	disease	Cardiovascular Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	4	2	0.3	no reported evidence		0	0		
OLR1	4973	Heart failure	C0018801	disease	Cardiovascular Diseases	Disease or Syndrome	814	91	0.3	no reported evidence		1	0	2012.0	2012.0
OLR1	4973	Congestive heart failure	C0018802	disease	Cardiovascular Diseases	Disease or Syndrome	883	65	0.3	no reported evidence		1	0	2012.0	2012.0
OLR1	4973	Left-Sided Heart Failure	C0023212	disease	Cardiovascular Diseases	Disease or Syndrome	125	0	0.3	no reported evidence		1	0	2012.0	2012.0
OLR1	4973	Cardiomyopathies, Primary	C0033141	group	Cardiovascular Diseases	Disease or Syndrome	91	0	0.3	no reported evidence		1	0	2005.0	2005.0
OLR1	4973	Myocardial Diseases, Secondary	C0036529	group	Cardiovascular Diseases	Disease or Syndrome	88	0	0.3	no reported evidence		1	0	2005.0	2005.0
OLR1	4973	Juvenile-Onset Still Disease	C0087031	disease	Immune System Diseases; Musculoskeletal Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	167	70	0.3	no reported evidence		1	0	2009.0	2009.0
OLR1	4973	Heart Failure, Right-Sided	C0235527	disease	Cardiovascular Diseases	Disease or Syndrome	105	0	0.3	no reported evidence		1	0	2012.0	2012.0
OLR1	4973	Cardiomyopathies	C0878544	group	Cardiovascular Diseases	Disease or Syndrome	479	108	0.3	no reported evidence		1	0	2005.0	2005.0
OLR1	4973	Myocardial Failure	C1959583	disease	Cardiovascular Diseases	Disease or Syndrome	107	0	0.3	no reported evidence		1	0	2012.0	2012.0
OLR1	4973	Heart Decompensation	C1961112	phenotype	Cardiovascular Diseases	Pathologic Function	101	0	0.3	no reported evidence		1	0	2012.0	2012.0
OLR1	4973	Juvenile arthritis	C3495559	disease	Immune System Diseases; Musculoskeletal Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	325	94	0.3	no reported evidence		1	0	2009.0	2009.0
OLR1	4973	Juvenile psoriatic arthritis	C3714758	disease	Immune System Diseases; Musculoskeletal Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	160	70	0.3	no reported evidence		1	0	2009.0	2009.0
TTR	7276	Cardiomyopathy, Dilated	C0007193	group	Cardiovascular Diseases	Disease or Syndrome	418	387	0.3	limited		0	0		
TTR	7276	Charcot-Marie-Tooth Disease	C0007959	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	Disease or Syndrome	297	104	0.3	strong		0	0		
TTR	7276	Drug Eruptions	C0011609	group	Immune System Diseases; Skin and Connective Tissue Diseases; Substance-Related Disorders	Disease or Syndrome	25	0	0.3	no reported evidence		1	0	2011.0	2011.0
TTR	7276	Drug toxicity	C0013221	group	Substance-Related Disorders	Injury or Poisoning	82	0	0.3	no reported evidence		1	0	2017.0	2017.0
TTR	7276	Dysautonomia, Familial	C0013364	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	Congenital Abnormality; Disease or Syndrome	45	10	0.3	moderate		1	0	1952.0	1952.0
TTR	7276	Hepatitis, Toxic	C0019193	disease	Digestive System Diseases; Substance-Related Disorders	Injury or Poisoning	324	0	0.3	no reported evidence		1	0	2006.0	2006.0
TTR	7276	Hydrocephalus	C0020255	disease	Nervous System Diseases	Disease or Syndrome	252	7	0.3	limited		0	0		
TTR	7276	Lymphatic Diseases	C0024228	group	Hemic and Lymphatic Diseases	Disease or Syndrome	38	0	0.3	limited		0	0		
TTR	7276	Adverse reaction to drug	C0041755	group	Substance-Related Disorders	Pathologic Function	82	0	0.3	no reported evidence		1	0	2017.0	2017.0
TTR	7276	Familial Amyloid Polyneuropathy, Type V	C0155127	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	5	8	0.3	no reported evidence		4	0	1999.0	2010.0
TTR	7276	Malignant neoplasm of lung	C0242379	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2448	409	0.3	no reported evidence		2	0	2008.0	2009.0
TTR	7276	Conduction disorder of the heart	C0264886	group	Cardiovascular Diseases	Disease or Syndrome	78	0	0.3	limited		0	0		
TTR	7276	Familial amyloid polyneuropathy, type VI	C0268383	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	1	0	0.3	no reported evidence		4	0	1999.0	2010.0
TTR	7276	Familial Amyloid Polyneuropathy, Jewish Type	C0268385	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	1	0	0.3	no reported evidence		4	0	1999.0	2010.0
TTR	7276	Amyloid Polyneuropathy, Swiss Type	C0268386	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	1	0	0.3	no reported evidence		4	0	1999.0	2010.0
TTR	7276	Amyloid Polyneuropathy, British Type (disorder)	C0342608	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	3	1	0.3	no reported evidence		4	0	1999.0	2010.0
TTR	7276	Pain Disorder	C0391976	disease	Mental Disorders	Mental or Behavioral Dysfunction	29	1	0.3	strong		9	0	1986.0	2018.0
TTR	7276	Morbilliform Drug Reaction	C0406537	disease	Immune System Diseases; Skin and Connective Tissue Diseases; Substance-Related Disorders	Disease or Syndrome	19	0	0.3	no reported evidence		1	0	2011.0	2011.0
TTR	7276	Drug-Induced Liver Disease	C0860207	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	376	45	0.3	no reported evidence		1	0	2006.0	2006.0
TTR	7276	Familial Amyloid Polyneuropathy, Type IV	C0936273	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	2	0	0.3	no reported evidence		4	0	1999.0	2010.0
TTR	7276	Hepatitis, Drug-Induced	C1262760	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	328	0	0.3	no reported evidence		1	0	2006.0	2006.0
TTR	7276	Familial Amyloid Polyneuropathy, Appalachian Type	C1527337	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	1	0	0.3	no reported evidence		4	0	1999.0	2010.0
TTR	7276	Acute Kidney Insufficiency	C1565662	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	88	0	0.3	no reported evidence		1	0	2017.0	2017.0
TTR	7276	Acute kidney injury	C2609414	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Injury or Poisoning	91	0	0.3	no reported evidence		1	0	2017.0	2017.0
TTR	7276	Drug-Induced Acute Liver Injury	C3658290	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	324	0	0.3	no reported evidence		1	0	2006.0	2006.0
TTR	7276	Periodic Fever Syndrome	C3889979	disease		Disease or Syndrome	31	1	0.3	strong		2	0	1993.0	2001.0
TTR	7276	Transthyretin related familial amyloid cardiomyopathy	C4275067	disease		Disease or Syndrome	1	0	0.3	no reported evidence		0	0		
TTR	7276	Chemical and Drug Induced Liver Injury	C4277682	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	324	0	0.3	no reported evidence		1	0	2006.0	2006.0
TTR	7276	Chemically-Induced Liver Toxicity	C4279912	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	324	0	0.3	no reported evidence		1	0	2006.0	2006.0
ACTL6B	51412	Intellectual Disability	C3714756	group	Behavior and Behavior Mechanisms; Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	2502	53	0.3	limited		1	0	2016.0	2016.0
MIR146A	406938	Carcinoid Tumor	C0007095	group	Neoplasms	Neoplastic Process	212	1	0.3	no reported evidence		1	0	2014.0	2014.0
MIR146A	406938	Neoplastic Cell Transformation	C0007621	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	130	0	0.3	no reported evidence		1	0	2012.0	2012.0
MIR146A	406938	Presenile dementia	C0011265	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	361	102	0.3	no reported evidence		1	0	2012.0	2012.0
MIR146A	406938	Lung Neoplasms	C0024121	group	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1176	23	0.3	no reported evidence		1	0	2014.0	2014.0
MIR146A	406938	Carcinoid, Goblet Cell	C0205695	disease	Neoplasms	Neoplastic Process	25	0	0.3	no reported evidence		1	0	2014.0	2014.0
MIR146A	406938	Familial Alzheimer Disease (FAD)	C0276496	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	187	62	0.3	no reported evidence		1	0	2012.0	2012.0
MIR146A	406938	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.3	no reported evidence		1	0	2012.0	2012.0
MIR146A	406938	Acute Confusional Senile Dementia	C0546126	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	84	2	0.3	no reported evidence		1	0	2012.0	2012.0
MIR146A	406938	Argentaffinoma	C0600176	disease	Neoplasms	Neoplastic Process	22	0	0.3	no reported evidence		1	0	2014.0	2014.0
MIR146A	406938	Alzheimer's Disease, Focal Onset	C0750900	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	84	2	0.3	no reported evidence		1	0	2012.0	2012.0
MIR146A	406938	Alzheimer Disease, Early Onset	C0750901	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	115	55	0.3	no reported evidence		1	0	2012.0	2012.0
MIR146A	406938	Mammary Neoplasms, Human	C1257931	group	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	475	0	0.3	no reported evidence		1	0	2010.0	2010.0
IL6	3569	Uveitis	C0042164	disease	Eye Diseases	Disease or Syndrome	129	22	0.27	no reported evidence	1.0	8	1	1992.0	2016.0
IL6	3569	Lung diseases	C0024115	group	Respiratory Tract Diseases	Disease or Syndrome	392	18	0.24	no reported evidence	1.0	6	0	1997.0	2013.0
IL6	3569	Fatty Liver	C0015695	disease	Digestive System Diseases	Disease or Syndrome	442	24	0.23	no reported evidence	1.0	4	0	2005.0	2016.0
EPO	2056	Retinopathy of Prematurity	C0035344	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Eye Diseases	Disease or Syndrome	63	21	0.22	no reported evidence	1.0	3	0	2003.0	2014.0
IL6	3569	Disseminated Intravascular Coagulation	C0012739	disease	Hemic and Lymphatic Diseases	Disease or Syndrome	45	0	0.22	no reported evidence	1.0	4	0	2006.0	2014.0
IL6	3569	Otitis Media	C0029882	disease	Otorhinolaryngologic Diseases	Disease or Syndrome	100	4	0.22	no reported evidence	1.0	3	0	2001.0	2009.0
KCNQ1	3784	Hypertensive disease	C0020538	group	Cardiovascular Diseases	Disease or Syndrome	1309	447	0.22	no reported evidence	1.0	3	1	2006.0	2012.0
EPO	2056	Cholangiocarcinoma	C0206698	disease	Neoplasms	Neoplastic Process	454	13	0.21	no reported evidence	1.0	1	0	2014.0	2014.0
IL6	3569	Eclampsia	C0013537	disease	Female Urogenital Diseases and Pregnancy Complications	Disease or Syndrome	193	13	0.21	no reported evidence	1.0	2	0	2010.0	2016.0
IL6	3569	Fatty Liver, Alcoholic	C0015696	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	59	2	0.21	no reported evidence	1.0	2	0	2009.0	2009.0
IL6	3569	Retinal Vein Occlusion	C0035328	disease	Cardiovascular Diseases; Eye Diseases	Disease or Syndrome	22	3	0.21	no reported evidence		2	0	2008.0	2011.0
A2M	2	Anemia, Hemolytic	C0002878	disease	Hemic and Lymphatic Diseases	Disease or Syndrome	117	9	0.2	no reported evidence		1	0	2002.0	2002.0
A2M	2	Membranous glomerulonephritis	C0017665	disease	Female Urogenital Diseases and Pregnancy Complications; Immune System Diseases; Male Urogenital Diseases	Disease or Syndrome	94	26	0.2	no reported evidence		1	0	1998.0	1998.0
A2M	2	Other specified peritonitis	C0029823	disease		Disease or Syndrome	8	0	0.2	no reported evidence		1	0	2006.0	2006.0
A2M	2	Trypanosomiasis	C0041227	disease	Parasitic Diseases	Disease or Syndrome	9	0	0.2	no reported evidence		1	0	2007.0	2007.0
A2M	2	Adult Hepatocellular Carcinoma	C0279607	disease		Neoplastic Process	96	0	0.2	no reported evidence		1	0	2004.0	2004.0
A2M	2	Toxic Shock Syndrome	C0600327	disease	Bacterial Infections and Mycoses; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	43	0	0.2	no reported evidence		1	0	1986.0	1986.0
CETP	1071	Coronary heart disease	C0010068	disease	Cardiovascular Diseases	Disease or Syndrome	912	760	0.2	no reported evidence	0.923076923076923	55	4	1990.0	2017.0
CETP	1071	Hypercholesterolemia	C0020443	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	239	63	0.2	no reported evidence	0.928571428571429	14	0	1995.0	2016.0
EPO	2056	Transient Ischemic Attack	C0007787	disease	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	190	0	0.2	no reported evidence		1	0	2012.0	2012.0
EPO	2056	Multi-infarct dementia	C0011263	disease	Cardiovascular Diseases; Mental Disorders; Nervous System Diseases	Disease or Syndrome	22	0	0.2	no reported evidence		1	0	2007.0	2007.0
EPO	2056	Dementia, Vascular	C0011269	disease	Cardiovascular Diseases; Mental Disorders; Nervous System Diseases	Disease or Syndrome	79	15	0.2	no reported evidence		1	0	2007.0	2007.0
EPO	2056	Glaucoma	C0017601	disease	Eye Diseases	Disease or Syndrome	380	209	0.2	no reported evidence		1	0	2008.0	2008.0
EPO	2056	Retinal Detachment	C0035305	disease	Eye Diseases	Disease or Syndrome	95	3	0.2	no reported evidence		2	0	2007.0	2012.0
EPO	2056	Other specified transient cerebral ischemias	C0155728	disease		Disease or Syndrome	154	0	0.2	no reported evidence		1	0	2012.0	2012.0
EPO	2056	Visual seizure	C0270824	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	206	0	0.2	no reported evidence		1	0	2013.0	2013.0
EPO	2056	Adult Cholangiocarcinoma	C0280725	disease		Neoplastic Process	55	0	0.2	no reported evidence		1	0	2014.0	2014.0
IL6	3569	Pulmonary Hypertension	C0020542	phenotype	Respiratory Tract Diseases	Pathologic Function	150	2	0.2	no reported evidence		1	0	2011.0	2011.0
IL6	3569	Renal hypertension	C0020544	disease	Cardiovascular Diseases; Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	28	2	0.2	no reported evidence		1	0	2013.0	2013.0
IL6	3569	Other specified iron deficiency anemias	C0029810	disease		Disease or Syndrome	13	0	0.2	no reported evidence		1	0	2009.0	2009.0
IL6	3569	Sciatic Neuropathy	C0149940	disease	Nervous System Diseases	Disease or Syndrome	94	0	0.2	no reported evidence		1	0	2010.0	2010.0
IL6	3569	Erectile dysfunction	C0242350	disease	Male Urogenital Diseases; Mental Disorders	Finding	117	17	0.2	no reported evidence		2	0	2011.0	2014.0
KCNQ1	3784	Atrial Fibrillation	C0004238	disease	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	287	216	0.2	no reported evidence	0.9285714	28	7	2000.0	2016.0
KCNQ1	3784	Syncope	C0039070	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	39	20	0.2	no reported evidence	0.95	20	7	2002.0	2014.0
KCNQ1	3784	Other specified conduction disorders	C0155708	phenotype		Pathologic Function	2	0	0.2	no reported evidence		1	0	2004.0	2004.0
KCNQ1	3784	Congenital long QT syndrome	C1141890	disease		Disease or Syndrome	30	223	0.2	no reported evidence	0.9428571	157	88	1996.0	2017.0
KCNQ1	3784	Long Qt Syndrome 2	C3150943	disease	Cardiovascular Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	11	248	0.2	no reported evidence	0.8333333	12	1	2002.0	2015.0
OLR1	4973	Kidney Failure, Chronic	C0022661	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	436	101	0.2	no reported evidence		1	0	2003.0	2003.0
OLR1	4973	Chronic kidney disease stage 5	C2316810	disease		Disease or Syndrome	387	103	0.2	no reported evidence		1	0	2003.0	2003.0
TTR	7276	Brain Ischemia	C0007786	disease	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	263	4	0.2	no reported evidence		1	0	2004.0	2004.0
TTR	7276	Peripheral Neuropathy	C0031117	group	Nervous System Diseases	Disease or Syndrome	308	66	0.2	no reported evidence	1.0	17	0	1990.0	2018.0
TTR	7276	Polyneuropathy	C0152025	disease	Nervous System Diseases	Disease or Syndrome	94	8	0.2	no reported evidence	0.9768786	175	1	1982.0	2018.0
TTR	7276	Neuropathy	C0442874	group		Disease or Syndrome	283	58	0.2	no reported evidence	1.0	18	0	1989.0	2016.0
TTR	7276	Cardiomyopathies	C0878544	group	Cardiovascular Diseases	Disease or Syndrome	479	108	0.2	no reported evidence	1.0	62	1	1986.0	2018.0
CETP	1071	Metabolic Syndrome X	C0524620	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	547	293	0.18	no reported evidence	1.0	9	3	2004.0	2018.0
KCNQ1	3784	Torsades de Pointes	C0040479	disease	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	20	10	0.18	no reported evidence	0.8571429	8	3	2000.0	2013.0
TTR	7276	Autonomic nervous system disorders	C1145628	group	Nervous System Diseases	Disease or Syndrome	43	2	0.18	no reported evidence	1.0	8	0	1994.0	2016.0
CETP	1071	Age related macular degeneration	C0242383	disease	Eye Diseases	Disease or Syndrome	381	551	0.17	no reported evidence	0.714285714285714	9	5	2012.0	2017.0
IL6	3569	Juvenile rheumatoid arthritis	C3714757	disease		Disease or Syndrome	130	4	0.17	no reported evidence	1.0	7	0	2000.0	2014.0
KCNQ1	3784	Short Qt Syndrome	C2348199	disease	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	8	4	0.15	no reported evidence	1.0	10	1	2001.0	2016.0
TTR	7276	Dementia	C0497327	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	435	107	0.14	no reported evidence	1.0	4	0	2001.0	2016.0
IL6	3569	Arthralgia	C0003862	phenotype	Musculoskeletal Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	127	4	0.12	no reported evidence	1.0	2	0	2004.0	2008.0
IL6	3569	Joint swelling	C0152031	phenotype		Finding	66	1	0.12	no reported evidence	0.5	2	0	2000.0	2013.0
KCNQ1	3784	Nephroblastoma	C0027708	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Neoplasms	Neoplastic Process	370	33	0.12	no reported evidence	1.0	2	0	1999.0	2015.0
KCNQ1	3784	Cardiomyopathies	C0878544	group	Cardiovascular Diseases	Disease or Syndrome	479	108	0.12	no reported evidence	1.0	2	0	2015.0	2016.0
TTR	7276	Cerebellar Ataxia	C0007758	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	564	52	0.12	no reported evidence	1.0	2	0	2007.0	2016.0
TTR	7276	Kidney Diseases	C0022658	group	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	638	93	0.12	no reported evidence	1.0	2	0	2003.0	2013.0
TTR	7276	Axonal neuropathy	C0270921	disease		Disease or Syndrome	75	11	0.12	no reported evidence	1.0	2	0	2006.0	2011.0
TTR	7276	CARPAL TUNNEL SYNDROME, FAMILIAL	C3468338	disease		Disease or Syndrome	1	1	0.12	no reported evidence	1.0	2	1	1994.0	2002.0
KCNQ1	3784	Ventricular Fibrillation	C0042510	disease	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	34	5	0.11	no reported evidence	1.0	1	0	2004.0	2004.0
KCNQ1	3784	Sudden Cardiac Death	C0085298	phenotype	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Pathologic Function	49	2	0.11	no reported evidence		1	0	2006.0	2006.0
KCNQ1	3784	Congenital ear anomaly NOS (disorder)	C0266589	group		Congenital Abnormality	80	0	0.11	no reported evidence	1.0	1	0	2005.0	2005.0
KCNQ1	3784	Congenital sensorineural hearing loss	C1865866	disease		Congenital Abnormality	28	4	0.11	no reported evidence	1.0	1	0	2011.0	2011.0
TTR	7276	Seizures	C0036572	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	1173	165	0.11	no reported evidence	1.0	1	0	2010.0	2010.0
TTR	7276	Muscle Weakness	C0151786	phenotype	Musculoskeletal Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	338	30	0.11	no reported evidence	1.0	1	0	2005.0	2005.0
TTR	7276	Peripheral axonal neuropathy	C1263857	disease		Disease or Syndrome	44	3	0.11	no reported evidence	0.0	1	0	2012.0	2012.0
CETP	1071	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.1	no reported evidence	0.916666666666667	12	1	2006.0	2016.0
CETP	1071	Arteriosclerosis	C0003850	disease	Cardiovascular Diseases	Disease or Syndrome	1086	121	0.1	no reported evidence	0.935483870967742	62	0	1995.0	2018.0
CETP	1071	Coronary Arteriosclerosis	C0010054	disease	Cardiovascular Diseases	Disease or Syndrome	759	189	0.1	no reported evidence	0.92	50	1	1990.0	2017.0
CETP	1071	Diabetes Mellitus	C0011849	group	Endocrine System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	1506	440	0.1	no reported evidence	0.888888888888889	10	3	2001.0	2016.0
CETP	1071	Diabetes Mellitus, Non-Insulin-Dependent	C0011860	disease	Endocrine System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	1671	1522	0.1	no reported evidence	0.9	20	0	1995.0	2017.0
CETP	1071	Myocardial Infarction	C0027051	disease	Cardiovascular Diseases	Disease or Syndrome	965	454	0.1	no reported evidence	0.863636363636364	25	3	1991.0	2015.0
CETP	1071	Obesity	C0028754	disease	Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	1960	811	0.1	no reported evidence	1.0	10	0	2005.0	2017.0
CETP	1071	C-reactive protein measurement	C0201657	phenotype		Laboratory Procedure	50	245	0.1	no reported evidence		1	2	2017.0	2017.0
CETP	1071	Aspartate aminotransferase measurement	C0201899	phenotype		Laboratory Procedure	28	108	0.1	no reported evidence		1	10	2011.0	2011.0
CETP	1071	Low density lipoprotein cholesterol measurement	C0202117	phenotype		Laboratory Procedure	282	676	0.1	no reported evidence		1	3	2012.0	2012.0
CETP	1071	Triglycerides measurement	C0202236	phenotype		Laboratory Procedure	335	923	0.1	no reported evidence		3	13	2009.0	2017.0
CETP	1071	High density lipoprotein measurement	C0392885	phenotype		Laboratory Procedure	323	867	0.1	no reported evidence		14	54	2008.0	2017.0
CETP	1071	Lipids measurement	C0523744	group		Laboratory Procedure	22	52	0.1	no reported evidence		1	4	2009.0	2009.0
CETP	1071	Hypotriglyceridemia	C0542037	disease		Disease or Syndrome	6	1	0.1	no reported evidence		0	0		
CETP	1071	Serum cholesterol raised	C0595929	phenotype		Finding	29	0	0.1	no reported evidence		0	0		
CETP	1071	Serum total cholesterol measurement	C1445957	phenotype		Laboratory Procedure	306	814	0.1	no reported evidence		5	19	2010.0	2017.0
