Gene	Gene_id	Disease	Disease_id	Type	Disease_Class	Semantic_Type	N_genes_d	N_SNPs_d	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
ARNTL	406	C-reactive protein measurement	C0201657	phenotype		Laboratory Procedure	50	245	0.1	no reported evidence		1	1	2017.0	2017.0
ARNTL	406	Transferrin measurement	C0202105	phenotype		Laboratory Procedure	5	10	0.1	no reported evidence		1	1	2015.0	2015.0
ARNTL	406	Triglycerides measurement	C0202236	phenotype		Laboratory Procedure	335	923	0.1	no reported evidence		1	1	2017.0	2017.0
ARNTL	406	Ischemic cardiomyopathy	C0349782	disease		Disease or Syndrome	115	65	0.1	no reported evidence		1	1	2017.0	2017.0
ARNTL	406	Age at menarche	C1314691	phenotype		Finding	89	251	0.1	no reported evidence		1	1	2014.0	2014.0
CRHR1	1394	Parkinson Disease	C0030567	disease	Nervous System Diseases	Disease or Syndrome	1063	636	0.1	no reported evidence		3	20	2011.0	2015.0
CRHR1	1394	Androgenetic Alopecia	C0162311	disease	Pathological Conditions, Signs and Symptoms; Skin and Connective Tissue Diseases	Disease or Syndrome	59	745	0.1	no reported evidence		1	1	2012.0	2012.0
CRHR1	1394	Erythrocyte Mean Corpuscular Hemoglobin Test	C0369183	phenotype		Laboratory Procedure	386	4531	0.1	no reported evidence		1	20	2012.0	2012.0
CRHR1	1394	Finding of Mean Corpuscular Hemoglobin	C1261502	phenotype		Finding	386	4531	0.1	no reported evidence		1	20	2012.0	2012.0
ESR2	2100	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.1	no reported evidence	0.9	11	8	2003.0	2016.0
ESR2	2100	Malignant tumor of colon	C0007102	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	2000	135	0.1	no reported evidence	1.0	12	0	2000.0	2017.0
ESR2	2100	Non-Small Cell Lung Carcinoma	C0007131	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2242	362	0.1	no reported evidence	1.0	12	0	2005.0	2017.0
ESR2	2100	Red Blood Cell Count measurement	C0014772	phenotype		Laboratory Procedure	117	250	0.1	no reported evidence		1	1	2017.0	2017.0
ESR2	2100	Hematocrit procedure	C0018935	phenotype		Laboratory Procedure	100	212	0.1	no reported evidence		1	1	2017.0	2017.0
ESR2	2100	Neoplasm Metastasis	C0027627	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	3919	129	0.1	no reported evidence	1.0	13	0	2001.0	2015.0
ESR2	2100	Ovarian Carcinoma	C0029925	disease		Neoplastic Process	2202	316	0.1	no reported evidence	1.0	11	4	2003.0	2018.0
ESR2	2100	Triglycerides measurement	C0202236	phenotype		Laboratory Procedure	335	923	0.1	no reported evidence		1	1	2012.0	2012.0
ESR2	2100	Erythrocyte Mean Corpuscular Hemoglobin Test	C0369183	phenotype		Laboratory Procedure	386	4531	0.1	no reported evidence		1	6	2012.0	2012.0
ESR2	2100	High density lipoprotein measurement	C0392885	phenotype		Laboratory Procedure	323	867	0.1	no reported evidence		1	1	2012.0	2012.0
ESR2	2100	Hemoglobin measurement	C0518015	phenotype		Laboratory Procedure	96	219	0.1	no reported evidence		1	1	2017.0	2017.0
ESR2	2100	Carcinogenesis	C0596263	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	4064	159	0.1	no reported evidence	1.0	22	0	2003.0	2018.0
ESR2	2100	Colon Carcinoma	C0699790	disease		Neoplastic Process	2090	240	0.1	no reported evidence	1.0	12	0	2000.0	2017.0
ESR2	2100	Malignant neoplasm of ovary	C1140680	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	2025	244	0.1	no reported evidence	1.0	11	2	2003.0	2018.0
ESR2	2100	Finding of Mean Corpuscular Hemoglobin	C1261502	phenotype		Finding	386	4531	0.1	no reported evidence		1	6	2012.0	2012.0
IL6R	3570	Angina Pectoris	C0002962	phenotype	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	58	64	0.1	no reported evidence		1	1	2017.0	2017.0
IL6R	3570	Cholangitis, Sclerosing	C0008313	disease	Digestive System Diseases	Disease or Syndrome	139	284	0.1	no reported evidence		1	1	2017.0	2017.0
IL6R	3570	Ulcerative Colitis	C0009324	disease	Digestive System Diseases	Disease or Syndrome	914	696	0.1	no reported evidence		1	1	2017.0	2017.0
IL6R	3570	Crohn Disease	C0010346	disease	Digestive System Diseases	Disease or Syndrome	911	956	0.1	no reported evidence		1	1	2017.0	2017.0
IL6R	3570	Hypersensitivity	C0020517	group	Immune System Diseases	Pathologic Function	184	964	0.1	no reported evidence		1	1	2017.0	2017.0
IL6R	3570	Psoriasis	C0033860	disease	Skin and Connective Tissue Diseases	Disease or Syndrome	817	636	0.1	no reported evidence		1	1	2017.0	2017.0
IL6R	3570	Ankylosing spondylitis	C0038013	disease	Musculoskeletal Diseases	Disease or Syndrome	347	422	0.1	no reported evidence		2	1	2013.0	2017.0
IL6R	3570	C-reactive protein measurement	C0201657	phenotype		Laboratory Procedure	50	245	0.1	no reported evidence		4	8	2008.0	2013.0
IL6R	3570	Fibrinogen assay	C0337428	phenotype		Laboratory Procedure	48	142	0.1	no reported evidence		6	6	2010.0	2017.0
IL6R	3570	Ischemic cardiomyopathy	C0349782	disease		Disease or Syndrome	115	65	0.1	no reported evidence		1	1	2017.0	2017.0
IL6R	3570	High density lipoprotein measurement	C0392885	phenotype		Laboratory Procedure	323	867	0.1	no reported evidence		1	2	2012.0	2012.0
IL6R	3570	Systemic onset juvenile chronic arthritis	C1384600	disease		Disease or Syndrome	54	42	0.1	no reported evidence		1	1	2013.0	2013.0
IL6R	3570	INTERLEUKIN 6, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS	C3540094	phenotype		Finding	1	1	0.1	no reported evidence		2	1	2004.0	2007.0
IL6R	3570	SOLUBLE INTERLEUKIN-6 RECEPTOR, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS	C3553493	phenotype		Finding	1	1	0.1	no reported evidence		2	1	2004.0	2007.0
IL6R	3570	Polyarticular Juvenile Idiopathic Arthritis, Rheumatoid Factor Negative	C3890205	disease		Disease or Syndrome	20	30	0.1	no reported evidence		1	1	2013.0	2013.0
IL6R	3570	Soluble Interleukin 6 Receptor Measurement	C3897558	phenotype		Laboratory Procedure	32	297	0.1	no reported evidence		1	1	2015.0	2015.0
IL6R	3570	Oligoarticular Juvenile Idiopathic Arthritis	C3898105	disease		Disease or Syndrome	41	30	0.1	no reported evidence		1	1	2013.0	2013.0
NTF3	4908	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.1	no reported evidence	1.0	11	4	1992.0	2016.0
NTF3	4908	Parkinson Disease	C0030567	disease	Nervous System Diseases	Disease or Syndrome	1063	636	0.1	no reported evidence	1.0	15	0	2001.0	2016.0
OPRD1	4985	Schizophrenia	C0036341	disease	Mental Disorders	Mental or Behavioral Dysfunction	1922	1782	0.1	no reported evidence		1	1	2016.0	2016.0
HTRA1	5654	Cerebellar Ataxia	C0007758	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	564	52	0.1	no reported evidence		0	0		
HTRA1	5654	Dysarthria	C0013362	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	281	19	0.1	no reported evidence		0	0		
HTRA1	5654	Extrapyramidal Disorders	C0015371	group	Nervous System Diseases	Disease or Syndrome	57	0	0.1	no reported evidence		0	0		
HTRA1	5654	Low Back Pain	C0024031	phenotype	Pathological Conditions, Signs and Symptoms	Sign or Symptom	17	4	0.1	no reported evidence		0	0		
HTRA1	5654	Muscle Rigidity	C0026837	phenotype	Musculoskeletal Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	118	7	0.1	no reported evidence		0	0		
HTRA1	5654	Muscle Spasticity	C0026838	phenotype	Musculoskeletal Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Sign or Symptom	352	9	0.1	no reported evidence		0	0		
HTRA1	5654	Babinski Reflex	C0034935	phenotype		Finding	144	1	0.1	no reported evidence		0	0		
HTRA1	5654	Urinary Incontinence	C0042024	phenotype	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Pathological Conditions, Signs and Symptoms	Pathologic Function	58	0	0.1	no reported evidence		0	0		
HTRA1	5654	Hyperreflexia	C0151889	phenotype	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Finding	300	4	0.1	no reported evidence		0	0		
HTRA1	5654	Extrapyramidal sign	C0234133	phenotype		Sign or Symptom	63	3	0.1	no reported evidence		0	0		
HTRA1	5654	Mental deterioration	C0234985	phenotype	Mental Disorders	Mental or Behavioral Dysfunction	52	6	0.1	no reported evidence		0	0		
HTRA1	5654	Leukoencephalopathies	C0270612	group	Nervous System Diseases	Disease or Syndrome	85	6	0.1	no reported evidence		0	0		
HTRA1	5654	Dementia	C0497327	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	435	107	0.1	no reported evidence		0	0		
HTRA1	5654	Gait abnormality	C0575081	group		Finding	194	2	0.1	no reported evidence		0	0		
HTRA1	5654	Progressive encephalopathy	C1838578	phenotype		Finding	8	3	0.1	no reported evidence		0	0		
HTRA1	5654	Pseudobulbar signs	C1838579	phenotype		Sign or Symptom	2	0	0.1	no reported evidence		0	0		
HTRA1	5654	Perivascular spaces	C1853618	phenotype		Finding	1	0	0.1	no reported evidence		0	0		
HTRA1	5654	MACULAR DEGENERATION, AGE-RELATED, NEOVASCULAR TYPE, SUSCEPTIBILITY TO	C1857814	phenotype		Finding	1	1	0.1	no reported evidence		5	1	2006.0	2010.0
HTRA1	5654	Coronary Artery Disease	C1956346	disease	Cardiovascular Diseases	Disease or Syndrome	980	861	0.1	no reported evidence		1	3	2018.0	2018.0
HTRA1	5654	exudative macular degeneration	C2237660	disease	Eye Diseases	Disease or Syndrome	41	66	0.1	no reported evidence		2	2	2017.0	2018.0
HTRA1	5654	Hyperintensity of cerebral white matter on MRI	C2938912	phenotype		Pathologic Function	2	0	0.1	no reported evidence		0	0		
HTRA1	5654	Dilated cerebral perivascular spaces	C4020719	phenotype		Anatomical Abnormality	1	0	0.1	no reported evidence		0	0		
HTRA1	5654	Recurrent subcortical infarcts	C4024918	disease		Disease or Syndrome	2	1	0.1	no reported evidence		0	0		
HTRA1	5654	Diffuse white matter abnormalities	C4024923	phenotype		Anatomical Abnormality	2	0	0.1	no reported evidence		0	0		
HTRA1	5654	Diffuse demyelination of the cerebral white matter	C4024930	phenotype		Anatomical Abnormality	2	0	0.1	no reported evidence		0	0		
HTRA1	5654	Arteriosclerosis of small cerebral arteries	C4025270	disease		Disease or Syndrome	3	0	0.1	no reported evidence		0	0		
HTRA1	5654	Hardened artery wall in small cerebral arteries	C4280505	phenotype		Anatomical Abnormality	3	0	0.1	no reported evidence		0	0		
HTRA1	5654	Progressive brain disease	C4280575	disease		Disease or Syndrome	7	0	0.1	no reported evidence		0	0		
HTRA1	5654	Status cribrosum	C4293701	disease		Disease or Syndrome	1	0	0.1	no reported evidence		0	0		
PDPN	10630	Neoplasm Metastasis	C0027627	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	3919	129	0.1	no reported evidence	1.0	13	0	2007.0	2018.0
PAPLN	89932	Personality Traits	C0233849	group		Finding	21	77	0.1	no reported evidence		1	1	2013.0	2013.0
PAPLN	89932	Red cell distribution width determination	C0427460	phenotype		Laboratory Procedure	107	206	0.1	no reported evidence		1	1	2017.0	2017.0
PAPLN	89932	RDW - Red blood cell distribution width result	C1304746	phenotype		Laboratory or Test Result	107	206	0.1	no reported evidence		1	1	2017.0	2017.0
ARMS2	387715	exudative macular degeneration	C2237660	disease	Eye Diseases	Disease or Syndrome	41	66	0.1	no reported evidence		4	2	2012.0	2018.0
CRHR1	1394	Anxiety	C0003467	disease	Behavior and Behavior Mechanisms	Mental or Behavioral Dysfunction	463	69	0.09	no reported evidence	1.0	9	2	2004.0	2016.0
IL6R	3570	Multiple Myeloma	C0026764	disease	Cardiovascular Diseases; Hemic and Lymphatic Diseases; Immune System Diseases; Neoplasms	Neoplastic Process	1311	784	0.09	no reported evidence	1.0	9	1	1992.0	2011.0
PDPN	10630	Tumor Progression	C0178874	phenotype		Neoplastic Process	2089	36	0.09	no reported evidence	1.0	9	0	2007.0	2018.0
ESR2	2100	Malignant neoplasm of lung	C0242379	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	2448	409	0.08	no reported evidence	0.875	8	0	2009.0	2015.0
ESR2	2100	Epithelial ovarian cancer	C0677886	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	1328	197	0.08	no reported evidence	1.0	8	3	2009.0	2018.0
ESR2	2100	Carcinoma of lung	C0684249	disease		Neoplastic Process	2475	735	0.08	no reported evidence	0.875	8	0	2009.0	2015.0
ESR2	2100	Primary malignant neoplasm of lung	C1306460	disease		Neoplastic Process	2267	400	0.08	no reported evidence	0.875	8	0	2009.0	2015.0
PDPN	10630	Squamous cell carcinoma	C0007137	disease	Neoplasms	Neoplastic Process	1875	224	0.08	no reported evidence	1.0	8	0	2005.0	2014.0
ARMS2	387715	Glycogen storage disease type II	C0017921	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	65	148	0.08	no reported evidence	0.875	8	1	2009.0	2015.0
SERPINA3	12	Amyloidosis	C0002726	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	832	120	0.07	no reported evidence	1.0	7	0	1988.0	2012.0
CRHR1	1394	Depressive Symptoms	C0086132	phenotype	Behavior and Behavior Mechanisms	Sign or Symptom	146	62	0.07	no reported evidence	1.0	7	2	2008.0	2016.0
ARMS2	387715	Drusen	C1260959	disease		Disease or Syndrome	45	12	0.07	no reported evidence	1.0	7	2	2010.0	2015.0
CRHR1	1394	Pituitary Diseases	C0032002	group	Endocrine System Diseases; Nervous System Diseases	Disease or Syndrome	239	5	0.06	no reported evidence	1.0	6	0	1997.0	2018.0
ESR2	2100	Atherosclerosis	C0004153	disease	Cardiovascular Diseases	Disease or Syndrome	1133	131	0.06	no reported evidence	1.0	6	0	2006.0	2013.0
ESR2	2100	Lung Neoplasms	C0024121	group	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1176	23	0.06	no reported evidence	1.0	6	1	2007.0	2016.0
ESR2	2100	Seminoma	C0036631	disease	Neoplasms	Neoplastic Process	228	13	0.06	no reported evidence	1.0	6	0	2005.0	2017.0
IL6R	3570	Obesity	C0028754	disease	Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	1960	811	0.06	no reported evidence	1.0	6	1	2004.0	2014.0
IL6R	3570	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.06	no reported evidence	1.0	6	1	1991.0	2014.0
NTF3	4908	Neuropathy	C0442874	group		Disease or Syndrome	283	58	0.06	no reported evidence	1.0	6	0	2002.0	2016.0
OPRD1	4985	Opiate Addiction	C0524662	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	49	30	0.06	no reported evidence	0.8333333	6	3	2000.0	2018.0
HTRA1	5654	Neoplasm Metastasis	C0027627	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	3919	129	0.06	no reported evidence	1.0	6	0	2002.0	2014.0
HTRA1	5654	Geographic Atrophy	C1536085	disease	Eye Diseases	Disease or Syndrome	56	62	0.06	no reported evidence	0.8333333	6	1	2007.0	2015.0
PDPN	10630	Secondary malignant neoplasm of lymph node	C0686619	disease		Neoplastic Process	1270	66	0.06	no reported evidence	1.0	6	0	2005.0	2013.0
SERPINA3	12	Dementia	C0497327	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	435	107	0.05	no reported evidence	0.75	5	0	1997.0	2009.0
SERPINA3	12	Plaque, Amyloid	C2936349	phenotype	Pathological Conditions, Signs and Symptoms	Acquired Abnormality	234	23	0.05	no reported evidence	1.0	5	0	1988.0	2001.0
ARNTL	406	Diabetes Mellitus, Non-Insulin-Dependent	C0011860	disease	Endocrine System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	1671	1522	0.05	no reported evidence	0.8	5	2	2007.0	2016.0
CRHR1	1394	child abuse behavior	C0008060	phenotype		Mental or Behavioral Dysfunction	16	8	0.05	no reported evidence	1.0	5	2	2008.0	2014.0
ESR2	2100	Arteriosclerosis	C0003850	disease	Cardiovascular Diseases	Disease or Syndrome	1086	121	0.05	no reported evidence	1.0	5	0	2007.0	2013.0
ESR2	2100	Malignant neoplasm of endometrium	C0007103	disease		Neoplastic Process	576	106	0.05	no reported evidence	1.0	5	4	2001.0	2015.0
ESR2	2100	Parkinson Disease	C0030567	disease	Nervous System Diseases	Disease or Syndrome	1063	636	0.05	no reported evidence	0.8	5	1	2004.0	2014.0
ESR2	2100	Adenocarcinoma of lung (disorder)	C0152013	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1187	428	0.05	no reported evidence	1.0	5	1	2009.0	2016.0
ESR2	2100	Hypospadias	C0848558	group	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Congenital Abnormality	194	35	0.05	no reported evidence	1.0	5	2	2006.0	2015.0
ESR2	2100	Sporadic Breast Carcinoma	C1336076	disease		Neoplastic Process	158	37	0.05	no reported evidence	1.0	5	1	2007.0	2015.0
ESR2	2100	Uterine Corpus Cancer	C1883486	disease		Neoplastic Process	578	106	0.05	no reported evidence	1.0	5	4	2001.0	2015.0
IL6R	3570	Coronary heart disease	C0010068	disease	Cardiovascular Diseases	Disease or Syndrome	912	760	0.05	no reported evidence	1.0	5	4	2009.0	2015.0
NTF3	4908	Neoplasm Metastasis	C0027627	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Neoplastic Process	3919	129	0.05	no reported evidence	1.0	5	0	2004.0	2016.0
NTF3	4908	Neurodegenerative Disorders	C0524851	group	Nervous System Diseases	Disease or Syndrome	744	41	0.05	no reported evidence	1.0	5	0	2003.0	2014.0
NTF3	4908	Attention deficit hyperactivity disorder	C1263846	disease	Mental Disorders	Mental or Behavioral Dysfunction	411	202	0.05	no reported evidence	1.0	5	1	2007.0	2014.0
HTRA1	5654	Ovarian Carcinoma	C0029925	disease		Neoplastic Process	2202	316	0.05	no reported evidence	1.0	5	0	2004.0	2012.0
HTRA1	5654	Malignant neoplasm of ovary	C1140680	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	2025	244	0.05	no reported evidence	1.0	5	0	2004.0	2012.0
HTRA1	5654	Drusen	C1260959	disease		Disease or Syndrome	45	12	0.05	no reported evidence	1.0	5	4	2006.0	2015.0
PDPN	10630	Malignant Neoplasms	C0006826	group	Neoplasms	Neoplastic Process	1437	87	0.05	no reported evidence	1.0	5	0	2017.0	2018.0
PDPN	10630	Adenocarcinoma of lung (disorder)	C0152013	disease	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1187	428	0.05	no reported evidence	1.0	5	0	2011.0	2018.0
PDPN	10630	Secondary malignant neoplasm of lung	C0153676	disease		Neoplastic Process	682	7	0.05	no reported evidence	1.0	5	0	2007.0	2014.0
SERPINA3	12	Presenile dementia	C0011265	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	361	102	0.04	no reported evidence	1.0	4	0	1997.0	2009.0
SERPINA3	12	Chronic Obstructive Airway Disease	C0024117	disease	Respiratory Tract Diseases	Disease or Syndrome	668	408	0.04	no reported evidence	1.0	4	0	2000.0	2006.0
SERPINA3	12	Senile Plaques	C0333463	phenotype	Pathological Conditions, Signs and Symptoms	Acquired Abnormality	300	27	0.04	no reported evidence	1.0	4	0	2001.0	2004.0
SERPINA3	12	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.04	no reported evidence	1.0	4	0	1986.0	2017.0
ARNTL	406	Malignant neoplasm of breast	C0006142	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	5053	1365	0.04	no reported evidence	1.0	4	2	2011.0	2015.0
ARNTL	406	Breast Carcinoma	C0678222	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	4962	1839	0.04	no reported evidence	1.0	4	2	2011.0	2015.0
CRHR1	1394	Panic Disorder	C0030319	disease	Mental Disorders	Mental or Behavioral Dysfunction	92	57	0.04	no reported evidence	1.0	4	2	2008.0	2018.0
ESR2	2100	Cardiovascular Diseases	C0007222	group	Cardiovascular Diseases	Disease or Syndrome	786	197	0.04	no reported evidence	0.666666666666667	4	2	2006.0	2013.0
ESR2	2100	Depressive disorder	C0011581	disease	Mental Disorders	Mental or Behavioral Dysfunction	740	143	0.04	no reported evidence	1.0	4	2	2011.0	2016.0
ESR2	2100	ovarian neoplasm	C0919267	disease	Endocrine System Diseases; Female Urogenital Diseases and Pregnancy Complications; Neoplasms	Neoplastic Process	937	83	0.04	no reported evidence	1.0	4	0	2004.0	2009.0
ESR2	2100	Penile hypospadias	C1691215	disease		Congenital Abnormality	179	17	0.04	no reported evidence	1.0	4	2	2007.0	2015.0
IL6R	3570	Atrial Fibrillation	C0004238	disease	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	287	216	0.04	no reported evidence	1.0	4	3	2012.0	2015.0
IL6R	3570	Coronary Arteriosclerosis	C0010054	disease	Cardiovascular Diseases	Disease or Syndrome	759	189	0.04	no reported evidence	1.0	4	2	2009.0	2015.0
IL6R	3570	Diabetes Mellitus, Non-Insulin-Dependent	C0011860	disease	Endocrine System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	1671	1522	0.04	no reported evidence	1.0	4	1	2005.0	2007.0
IL6R	3570	Liver neoplasms	C0023903	group	Digestive System Diseases; Neoplasms	Neoplastic Process	1320	7	0.04	no reported evidence	1.0	4	0	1991.0	1995.0
NTF3	4908	Amyotrophic Lateral Sclerosis	C0002736	disease	Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	659	259	0.04	no reported evidence	1.0	4	0	1997.0	2010.0
HTRA1	5654	Glycogen storage disease type II	C0017921	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	65	148	0.04	no reported evidence	1.0	4	1	2009.0	2017.0
HTRA1	5654	Cerebral Small Vessel Diseases	C2733158	group	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	18	2	0.04	no reported evidence	1.0	4	0	2011.0	2018.0
PDPN	10630	Glioma	C0017638	disease	Neoplasms	Neoplastic Process	2210	180	0.04	no reported evidence	1.0	4	0	2009.0	2015.0
PDPN	10630	Primary malignant neoplasm	C1306459	group		Neoplastic Process	1031	34	0.04	no reported evidence	1.0	4	0	2017.0	2018.0
SERPINA3	12	Asthma	C0004096	disease	Immune System Diseases; Respiratory Tract Diseases	Disease or Syndrome	1312	729	0.03	no reported evidence	1.0	3	0	1990.0	2013.0
SERPINA3	12	Pulmonary Emphysema	C0034067	disease	Respiratory Tract Diseases	Disease or Syndrome	224	17	0.03	no reported evidence	1.0	3	0	2002.0	2009.0
SERPINA3	12	Subarachnoid Hemorrhage	C0038525	disease	Cardiovascular Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	92	8	0.03	no reported evidence	0.666666666666667	3	0	2005.0	2010.0
SERPINA3	12	alpha 1-Antitrypsin Deficiency	C0221757	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Digestive System Diseases; Pathological Conditions, Signs and Symptoms; Respiratory Tract Diseases	Disease or Syndrome	40	34	0.03	no reported evidence	1.0	3	0	1986.0	1990.0
SERPINA3	12	Impaired cognition	C0338656	disease	Mental Disorders	Mental or Behavioral Dysfunction	670	121	0.03	no reported evidence	1.0	3	0	2005.0	2006.0
SERPINA3	12	alpha-1-Antitrypsin Deficiency, Autosomal Recessive	C3501835	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Digestive System Diseases; Pathological Conditions, Signs and Symptoms; Respiratory Tract Diseases	Disease or Syndrome	28	2	0.03	no reported evidence	1.0	3	0	1986.0	1990.0
ARNTL	406	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.03	no reported evidence	0.666666666666667	3	0	2011.0	2017.0
CRHR1	1394	Alzheimer's Disease	C0002395	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	1981	1062	0.03	no reported evidence	1.0	3	0	2008.0	2016.0
CRHR1	1394	Asthma	C0004096	disease	Immune System Diseases; Respiratory Tract Diseases	Disease or Syndrome	1312	729	0.03	no reported evidence	1.0	3	0	2005.0	2009.0
CRHR1	1394	Malignant neoplasm of breast	C0006142	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	5053	1365	0.03	no reported evidence	1.0	3	0	2014.0	2016.0
CRHR1	1394	Post-Traumatic Stress Disorder	C0038436	disease	Mental Disorders	Mental or Behavioral Dysfunction	109	56	0.03	no reported evidence	1.0	3	0	2014.0	2018.0
CRHR1	1394	Breast Carcinoma	C0678222	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	4962	1839	0.03	no reported evidence	1.0	3	0	2014.0	2016.0
CRHR1	1394	PANIC DISORDER 1	C1868649	disease		Mental or Behavioral Dysfunction	76	40	0.03	no reported evidence	1.0	3	2	2008.0	2012.0
ESR2	2100	Anorexia Nervosa	C0003125	disease	Mental Disorders	Mental or Behavioral Dysfunction	94	38	0.03	no reported evidence	1.0	3	0	1999.0	2010.0
ESR2	2100	Adenocarcinoma of prostate	C0007112	disease		Neoplastic Process	215	96	0.03	no reported evidence	1.0	3	0	2002.0	2005.0
ESR2	2100	Noninfiltrating Intraductal Carcinoma	C0007124	disease	Neoplasms	Neoplastic Process	286	3	0.03	no reported evidence	1.0	3	0	2005.0	2007.0
ESR2	2100	Colonic Neoplasms	C0009375	group	Digestive System Diseases; Neoplasms	Neoplastic Process	777	24	0.03	no reported evidence	1.0	3	0	2005.0	2011.0
ESR2	2100	Fibroid Tumor	C0023267	group	Neoplasms	Neoplastic Process	309	4	0.03	no reported evidence		3	0	2002.0	2009.0
ESR2	2100	Precancerous Conditions	C0032927	group	Neoplasms	Neoplastic Process	445	9	0.03	no reported evidence	1.0	3	0	2003.0	2011.0
ESR2	2100	Uterine Fibroids	C0042133	group	Neoplasms	Neoplastic Process	348	24	0.03	no reported evidence	1.0	3	2	1999.0	2017.0
ESR2	2100	Tumor Progression	C0178874	phenotype		Neoplastic Process	2089	36	0.03	no reported evidence	1.0	3	0	2013.0	2015.0
ESR2	2100	Metabolic Syndrome X	C0524620	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	547	293	0.03	no reported evidence	1.0	3	2	2006.0	2014.0
ESR2	2100	Carcinoma of bladder	C0699885	disease		Neoplastic Process	1161	165	0.03	no reported evidence	1.0	3	0	2013.0	2016.0
ESR2	2100	Liver carcinoma	C2239176	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	3592	419	0.03	no reported evidence	1.0	3	0	1999.0	2018.0
ESR2	2100	Triple Negative Breast Neoplasms	C3539878	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	631	37	0.03	no reported evidence	1.0	3	0	2013.0	2015.0
