Gene	Gene_id	Disease	Disease_id	Type	Disease_Class	Semantic_Type	N_genes_d	N_SNPs_d	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
ACE	1636	Left-Sided Heart Failure	C0023212	disease	Cardiovascular Diseases	Disease or Syndrome	125	0	0.3	no reported evidence		1	0	2011	2011
ACE	1636	Obesity	C0028754	disease	Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	1960	811	0.3	no reported evidence	0.96	26	0	1996	2018
ACE	1636	Pneumonia, Viral	C0032310	disease	Respiratory Tract Diseases; Virus Diseases	Disease or Syndrome	6	0	0.3	no reported evidence		1	0	2004	2004
ACE	1636	Psychoses, Drug	C0033937	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	21	0	0.3	no reported evidence		1	0	2007	2007
ACE	1636	Psychoses, Substance-Induced	C0033941	disease	Mental Disorders; Substance-Related Disorders	Mental or Behavioral Dysfunction	17	0	0.3	no reported evidence		1	0	2007	2007
ACE	1636	Respiratory Tract Diseases	C0035242	group	Respiratory Tract Diseases	Disease or Syndrome	57	0	0.3	no reported evidence		1	0	2004	2004
ACE	1636	Staphylococcal Infections	C0038160	group	Bacterial Infections and Mycoses	Disease or Syndrome	18	1	0.3	no reported evidence		1	0	1994	1994
ACE	1636	Streptozotocin Diabetes	C0038433	disease	Endocrine System Diseases; Nutritional and Metabolic Diseases	Experimental Model of Disease	112	0	0.3	no reported evidence		1	0	2012	2012
ACE	1636	Weight Gain	C0043094	phenotype	Pathological Conditions, Signs and Symptoms	Finding	109	1	0.3	no reported evidence		1	0	2014	2014
ACE	1636	Aortic Aneurysm, Abdominal	C0162871	disease	Cardiovascular Diseases	Disease or Syndrome	287	66	0.3	no reported evidence	0.9	11	1	1999	2016
ACE	1636	Vascular System Injuries	C0178324	group	Cardiovascular Diseases; Wounds and Injuries	Injury or Poisoning	10	0	0.3	no reported evidence		1	0	2009	2009
ACE	1636	Adenocarcinoma, Basal Cell	C0205641	disease	Neoplasms	Neoplastic Process	116	0	0.3	no reported evidence		1	0	2011	2011
ACE	1636	Adenocarcinoma, Oxyphilic	C0205642	disease	Neoplasms	Neoplastic Process	121	0	0.3	no reported evidence		1	0	2011	2011
ACE	1636	Carcinoma, Cribriform	C0205643	disease	Neoplasms	Neoplastic Process	114	0	0.3	no reported evidence		1	0	2011	2011
ACE	1636	Carcinoma, Granular Cell	C0205644	disease	Neoplasms	Neoplastic Process	114	0	0.3	no reported evidence		1	0	2011	2011
ACE	1636	Adenocarcinoma, Tubular	C0205645	disease	Neoplasms	Neoplastic Process	124	1	0.3	no reported evidence		1	0	2011	2011
ACE	1636	Paroxysmal atrial fibrillation	C0235480	disease	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	65	2	0.3	no reported evidence		1	0	2004	2004
ACE	1636	Heart Failure, Right-Sided	C0235527	disease	Cardiovascular Diseases	Disease or Syndrome	105	0	0.3	no reported evidence		1	0	2011	2011
ACE	1636	Gaucher Disease, Type 2 (disorder)	C0268250	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	4	11	0.3	no reported evidence		1	0	2003	2003
ACE	1636	Gaucher Disease, Type 3 (disorder)	C0268251	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	15	12	0.3	no reported evidence		1	0	2003	2003
ACE	1636	Familial Alzheimer Disease (FAD)	C0276496	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	187	62	0.3	no reported evidence		4	0	1999	2007
ACE	1636	Depressed mood	C0344315	phenotype		Finding	13	0	0.3	no reported evidence	1	3	0	2013	2014
ACE	1636	Non-alcoholic Fatty Liver Disease	C0400966	disease	Digestive System Diseases	Disease or Syndrome	333	84	0.3	no reported evidence		1	0	2012	2012
ACE	1636	H/O: depression	C0455503	phenotype		Finding	2	0	0.3	no reported evidence	1	1	0	2014	2014
ACE	1636	Acute Confusional Senile Dementia	C0546126	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	84	2	0.3	no reported evidence		4	0	1999	2007
ACE	1636	Alzheimer's Disease, Focal Onset	C0750900	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	84	2	0.3	no reported evidence		4	0	1999	2007
ACE	1636	Alzheimer Disease, Early Onset	C0750901	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	115	55	0.3	no reported evidence		4	0	1999	2007
ACE	1636	Acute Cerebrovascular Accidents	C0751956	disease	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	90	3	0.3	no reported evidence		1	0	2004	2004
ACE	1636	Subfertility, Male	C0848676	phenotype	Male Urogenital Diseases	Sign or Symptom	59	0	0.3	no reported evidence		1	0	1996	1996
ACE	1636	Male sterility	C0917731	phenotype	Male Urogenital Diseases	Finding	46	0	0.3	no reported evidence		1	0	1996	1996
ACE	1636	Cerebral Ischemia	C0917798	disease	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	274	2	0.3	no reported evidence		1	0	2004	2004
ACE	1636	Staphylococcus aureus infection	C1318973	disease	Bacterial Infections and Mycoses	Disease or Syndrome	28	4	0.3	no reported evidence		1	0	1994	1994
ACE	1636	Hereditary Diffuse Gastric Cancer	C1708349	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	299	48	0.3	no reported evidence		1	0	2010	2010
ACE	1636	Myocardial Failure	C1959583	disease	Cardiovascular Diseases	Disease or Syndrome	107	0	0.3	no reported evidence		1	0	2011	2011
ACE	1636	Heart Decompensation	C1961112	phenotype	Cardiovascular Diseases	Pathologic Function	101	0	0.3	no reported evidence		1	0	2011	2011
ACE	1636	Chronic kidney disease stage 5	C2316810	disease		Disease or Syndrome	387	103	0.3	no reported evidence	0.833333333333333	37	0	1995	2017
ACE	1636	Persistent atrial fibrillation	C2585653	phenotype	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Pathologic Function	29	0	0.3	no reported evidence		1	0	2004	2004
ACE	1636	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 3 (finding)	C2675470	phenotype		Finding	1	0	0.3	no reported evidence		0	0		
ACE	1636	Nonalcoholic Steatohepatitis	C3241937	disease	Digestive System Diseases	Disease or Syndrome	208	11	0.3	no reported evidence		1	0	2012	2012
ACE	1636	familial atrial fibrillation	C3468561	phenotype	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Pathologic Function	29	0	0.3	no reported evidence		1	0	2004	2004
PTK2B	2185	Malignant neoplasm of skin	C0007114	disease	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	306	23	0.3	no reported evidence		1	0	2009	2009
PTK2B	2185	Petit mal status	C0270823	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	75	0	0.3	no reported evidence		1	0	2006	2006
PTK2B	2185	Grand Mal Status Epilepticus	C0311335	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	68	0	0.3	no reported evidence		1	0	2006	2006
PTK2B	2185	Complex Partial Status Epilepticus	C0393734	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	68	0	0.3	no reported evidence		1	0	2006	2006
PTK2B	2185	Status Epilepticus, Subclinical	C0751522	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	68	0	0.3	no reported evidence		1	0	2006	2006
PTK2B	2185	Non-Convulsive Status Epilepticus	C0751523	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	68	0	0.3	no reported evidence		1	0	2006	2006
PTK2B	2185	Simple Partial Status Epilepticus	C0751524	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	68	0	0.3	no reported evidence		1	0	2006	2006
HMOX1	3162	Alloxan Diabetes	C0002152	disease	Endocrine System Diseases; Nutritional and Metabolic Diseases	Experimental Model of Disease	112	0	0.3	no reported evidence		4	0	2005	2010
HMOX1	3162	Anemia, Hemolytic, Acquired	C0002879	group	Hemic and Lymphatic Diseases	Disease or Syndrome	13	0	0.3	no reported evidence		1	0	1999	1999
HMOX1	3162	Anemia, Microangiopathic	C0002889	disease	Hemic and Lymphatic Diseases	Disease or Syndrome	12	0	0.3	no reported evidence		1	0	1999	1999
HMOX1	3162	Blood Coagulation Disorders	C0005779	group	Hemic and Lymphatic Diseases	Disease or Syndrome	170	17	0.3	no reported evidence		1	0	1999	1999
HMOX1	3162	Presenile dementia	C0011265	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	361	102	0.3	no reported evidence		1	0	2001	2001
HMOX1	3162	Contact Dermatitis	C0011616	disease	Skin and Connective Tissue Diseases	Disease or Syndrome	86	3	0.3	no reported evidence		1	0	2015	2015
HMOX1	3162	Diabetes Mellitus, Experimental	C0011853	disease	Endocrine System Diseases; Nutritional and Metabolic Diseases	Experimental Model of Disease	112	0	0.3	no reported evidence		4	0	2005	2010
HMOX1	3162	Diabetic Angiopathies	C0011875	disease	Cardiovascular Diseases; Endocrine System Diseases	Disease or Syndrome	68	1	0.3	no reported evidence		1	0	2007	2007
HMOX1	3162	Iron Metabolism Disorders	C0012715	group	Nutritional and Metabolic Diseases	Disease or Syndrome	9	1	0.3	no reported evidence		1	0	1999	1999
HMOX1	3162	Drug toxicity	C0013221	group	Substance-Related Disorders	Injury or Poisoning	82	0	0.3	no reported evidence		1	0	2008	2008
HMOX1	3162	Growth Disorders	C0018273	group	Pathological Conditions, Signs and Symptoms	Pathologic Function	38	0	0.3	no reported evidence		1	0	1999	1999
HMOX1	3162	Cardiomegaly	C0018800	phenotype	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Finding	158	0	0.3	no reported evidence		1	0	2004	2004
HMOX1	3162	Hemolysis (disorder)	C0019054	phenotype	Pathological Conditions, Signs and Symptoms	Pathologic Function	6	0	0.3	no reported evidence		1	0	2015	2015
HMOX1	3162	Hepatitis, Toxic	C0019193	disease	Digestive System Diseases; Substance-Related Disorders	Injury or Poisoning	324	0	0.3	no reported evidence		2	0	2008	2012
HMOX1	3162	Hyperinsulinism	C0020459	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	376	33	0.3	no reported evidence		1	0	2009	2009
HMOX1	3162	Insulin Resistance	C0021655	phenotype	Nutritional and Metabolic Diseases	Pathologic Function	80	45	0.3	no reported evidence		2	0	2008	2009
HMOX1	3162	Ischemia	C0022116	phenotype	Pathological Conditions, Signs and Symptoms	Pathologic Function	103	0	0.3	no reported evidence		2	0	2004	2009
HMOX1	3162	Learning Disorders	C0023186	group	Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	35	1	0.3	no reported evidence		1	0	2002	2002
HMOX1	3162	Left-Sided Heart Failure	C0023212	disease	Cardiovascular Diseases	Disease or Syndrome	125	0	0.3	no reported evidence		1	0	2012	2012
HMOX1	3162	Liver Cirrhosis, Experimental	C0023893	disease	Digestive System Diseases	Experimental Model of Disease	800	0	0.3	no reported evidence		4	0	2005	2015
HMOX1	3162	Lung Neoplasms	C0024121	group	Neoplasms; Respiratory Tract Diseases	Neoplastic Process	1176	23	0.3	no reported evidence		2	0	2005	2009
HMOX1	3162	Mammary Neoplasms, Experimental	C0024668	group	Neoplasms	Experimental Model of Disease; Neoplastic Process	159	0	0.3	no reported evidence		1	0	2006	2006
HMOX1	3162	Microangiopathy, Diabetic	C0025945	disease	Cardiovascular Diseases; Endocrine System Diseases	Disease or Syndrome	23	4	0.3	no reported evidence		1	0	2007	2007
HMOX1	3162	Neoplasm Invasiveness	C0027626	phenotype	Neoplasms; Pathological Conditions, Signs and Symptoms	Pathologic Function	182	0	0.3	no reported evidence		1	0	2014	2014
HMOX1	3162	Pancreatic Diseases	C0030286	group	Digestive System Diseases	Disease or Syndrome	53	4	0.3	no reported evidence		1	0	2009	2009
HMOX1	3162	Lobar Pneumonia	C0032300	disease	Respiratory Tract Diseases	Disease or Syndrome	80	0	0.3	no reported evidence		1	0	2006	2006
HMOX1	3162	Pre-Eclampsia	C0032914	phenotype	Female Urogenital Diseases and Pregnancy Complications	Pathologic Function	151	2	0.3	no reported evidence		1	0	2012	2012
HMOX1	3162	Prostatic Neoplasms	C0033578	group	Male Urogenital Diseases; Neoplasms	Neoplastic Process	1553	25	0.3	no reported evidence		1	0	2015	2015
HMOX1	3162	Retinal Diseases	C0035309	group	Eye Diseases	Disease or Syndrome	354	35	0.3	no reported evidence		1	0	2013	2013
HMOX1	3162	Streptozotocin Diabetes	C0038433	disease	Endocrine System Diseases; Nutritional and Metabolic Diseases	Experimental Model of Disease	112	0	0.3	no reported evidence		4	0	2005	2010
HMOX1	3162	Thrombosis	C0040053	phenotype	Cardiovascular Diseases	Pathologic Function	97	0	0.3	no reported evidence		1	0	2009	2009
HMOX1	3162	Adverse reaction to drug	C0041755	group	Substance-Related Disorders	Pathologic Function	82	0	0.3	no reported evidence		1	0	2008	2008
HMOX1	3162	Injury wounds	C0043250	group	Wounds and Injuries	Injury or Poisoning	18	0	0.3	no reported evidence		1	0	2003	2003
HMOX1	3162	Wounds and Injuries	C0043251	group	Wounds and Injuries	Injury or Poisoning	18	0	0.3	no reported evidence		1	0	2003	2003
HMOX1	3162	Hamman-Rich syndrome	C0085786	disease	Respiratory Tract Diseases	Disease or Syndrome	232	9	0.3	no reported evidence		1	0	2005	2005
HMOX1	3162	Liver Dysfunction	C0086565	phenotype	Digestive System Diseases	Finding	206	0	0.3	no reported evidence		3	0	2006	2007
HMOX1	3162	Thrombus	C0087086	phenotype	Cardiovascular Diseases	Pathologic Function	45	0	0.3	no reported evidence		1	0	2009	2009
HMOX1	3162	Adrenoleukodystrophy	C0162309	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Endocrine System Diseases; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	148	69	0.3	no reported evidence		1	0	2006	2006
HMOX1	3162	Contact hypersensitivity	C0162351	phenotype	Skin and Connective Tissue Diseases	Pathologic Function	71	0	0.3	no reported evidence		1	0	2015	2015
HMOX1	3162	Vascular System Injuries	C0178324	group	Cardiovascular Diseases; Wounds and Injuries	Injury or Poisoning	10	0	0.3	no reported evidence		1	0	2009	2009
HMOX1	3162	Mastocytosis, Systemic	C0221013	disease	Immune System Diseases; Neoplasms	Neoplastic Process	66	10	0.3	no reported evidence		1	0	2007	2007
HMOX1	3162	Microangiopathic hemolytic anemia	C0221021	disease	Hemic and Lymphatic Diseases	Disease or Syndrome	14	0	0.3	no reported evidence		1	0	1999	1999
HMOX1	3162	Centriacinar Emphysema	C0221227	disease	Respiratory Tract Diseases	Disease or Syndrome	13	0	0.3	no reported evidence		1	0	2000	2000
HMOX1	3162	Heart Failure, Right-Sided	C0235527	disease	Cardiovascular Diseases	Disease or Syndrome	105	0	0.3	no reported evidence		1	0	2012	2012
HMOX1	3162	Panacinar Emphysema	C0264393	disease	Respiratory Tract Diseases	Disease or Syndrome	11	0	0.3	no reported evidence		1	0	2000	2000
HMOX1	3162	Degenerative Diseases, Central Nervous System	C0270715	group	Nervous System Diseases	Disease or Syndrome	41	0	0.3	no reported evidence		3	0	2000	2005
HMOX1	3162	Petit mal status	C0270823	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	75	0	0.3	no reported evidence		1	0	2011	2011
HMOX1	3162	Indolent Systemic Mastocytosis	C0272203	disease	Immune System Diseases; Neoplasms	Neoplastic Process	10	1	0.3	no reported evidence		1	0	2007	2007
HMOX1	3162	Lung Injury	C0273115	disease	Respiratory Tract Diseases; Wounds and Injuries	Injury or Poisoning	20	0	0.3	no reported evidence		1	0	2007	2007
HMOX1	3162	Familial Alzheimer Disease (FAD)	C0276496	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	187	62	0.3	no reported evidence		1	0	2001	2001
HMOX1	3162	Grand Mal Status Epilepticus	C0311335	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	68	0	0.3	no reported evidence		1	0	2011	2011
HMOX1	3162	Extravascular Hemolysis	C0312854	disease	Pathological Conditions, Signs and Symptoms	Disease or Syndrome	6	0	0.3	no reported evidence		1	0	2015	2015
HMOX1	3162	Malignant neoplasm of liver	C0345904	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	804	37	0.3	no reported evidence		1	0	2006	2006
HMOX1	3162	Complex Partial Status Epilepticus	C0393734	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	68	0	0.3	no reported evidence		1	0	2011	2011
HMOX1	3162	Alzheimer Disease, Late Onset	C0494463	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	252	110	0.3	no reported evidence		1	0	2001	2001
HMOX1	3162	Acute Confusional Senile Dementia	C0546126	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	84	2	0.3	no reported evidence		1	0	2001	2001
HMOX1	3162	External Carotid Artery Diseases	C0600178	group	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	11	0	0.3	no reported evidence		1	0	2007	2007
HMOX1	3162	Alzheimer's Disease, Focal Onset	C0750900	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	84	2	0.3	no reported evidence		1	0	2001	2001
HMOX1	3162	Alzheimer Disease, Early Onset	C0750901	disease	Mental Disorders; Nervous System Diseases	Disease or Syndrome	115	55	0.3	no reported evidence		1	0	2001	2001
HMOX1	3162	Internal Carotid Artery Diseases	C0750986	disease	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	11	0	0.3	no reported evidence		1	0	2007	2007
HMOX1	3162	Arterial Diseases, Common Carotid	C0750987	disease	Cardiovascular Diseases; Nervous System Diseases	Disease or Syndrome	11	0	0.3	no reported evidence		1	0	2007	2007
HMOX1	3162	Adult Learning Disorders	C0751262	group	Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	29	0	0.3	no reported evidence		1	0	2002	2002
HMOX1	3162	Learning Disturbance	C0751263	disease	Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	29	0	0.3	no reported evidence		1	0	2002	2002
HMOX1	3162	Learning Disabilities	C0751265	disease	Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	71	2	0.3	no reported evidence		1	0	2002	2002
HMOX1	3162	Status Epilepticus, Subclinical	C0751522	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	68	0	0.3	no reported evidence		1	0	2011	2011
HMOX1	3162	Non-Convulsive Status Epilepticus	C0751523	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	68	0	0.3	no reported evidence		1	0	2011	2011
HMOX1	3162	Simple Partial Status Epilepticus	C0751524	disease	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	68	0	0.3	no reported evidence		1	0	2011	2011
HMOX1	3162	Degenerative Diseases, Spinal Cord	C0751733	disease	Nervous System Diseases	Disease or Syndrome	39	0	0.3	no reported evidence		3	0	2000	2005
HMOX1	3162	Drug-Induced Liver Disease	C0860207	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	376	45	0.3	no reported evidence		2	0	2008	2012
HMOX1	3162	Experimental Lung Inflammation	C0887898	disease	Respiratory Tract Diseases	Experimental Model of Disease	52	0	0.3	no reported evidence		1	0	2006	2006
HMOX1	3162	Insulin Sensitivity	C0920563	phenotype	Nutritional and Metabolic Diseases	Pathologic Function	54	40	0.3	no reported evidence		2	0	2008	2009
HMOX1	3162	Aggressive Systemic Mastocytosis	C1112486	disease	Immune System Diseases; Neoplasms	Neoplastic Process	8	1	0.3	no reported evidence		1	0	2007	2007
HMOX1	3162	Mammary Neoplasms, Human	C1257931	group	Neoplasms; Skin and Connective Tissue Diseases	Neoplastic Process	475	0	0.3	no reported evidence		1	0	2006	2006
HMOX1	3162	Endogenous Hyperinsulinism	C1257963	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	18	0	0.3	no reported evidence		1	0	2009	2009
HMOX1	3162	Exogenous Hyperinsulinism	C1257964	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	18	0	0.3	no reported evidence		1	0	2009	2009
HMOX1	3162	Compensatory Hyperinsulinemia	C1257965	disease	Nutritional and Metabolic Diseases	Disease or Syndrome	19	1	0.3	no reported evidence		1	0	2009	2009
HMOX1	3162	Hepatitis, Drug-Induced	C1262760	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	328	0	0.3	no reported evidence		2	0	2008	2012
HMOX1	3162	Developmental Academic Disorder	C1330966	phenotype	Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Finding	29	0	0.3	no reported evidence		1	0	2002	2002
HMOX1	3162	Cardiac Hypertrophy	C1383860	phenotype	Cardiovascular Diseases; Pathological Conditions, Signs and Symptoms	Pathologic Function	77	8	0.3	no reported evidence		1	0	2004	2004
HMOX1	3162	Adrenomyeloneuropathy	C1527231	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Endocrine System Diseases; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	17	30	0.3	no reported evidence		1	0	2006	2006
HMOX1	3162	Chronic Airflow Obstruction	C1527303	disease	Respiratory Tract Diseases	Disease or Syndrome	32	0	0.3	no reported evidence		0	0		
HMOX1	3162	Acute Kidney Insufficiency	C1565662	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Disease or Syndrome	88	0	0.3	no reported evidence		1	0	2011	2011
HMOX1	3162	Hereditary Diffuse Gastric Cancer	C1708349	disease	Digestive System Diseases; Neoplasms	Neoplastic Process	299	48	0.3	no reported evidence		2	0	2004	2012
HMOX1	3162	Heme Oxygenase 1 Deficiency	C1841651	disease	Hemic and Lymphatic Diseases; Nutritional and Metabolic Diseases; Pathological Conditions, Signs and Symptoms	Disease or Syndrome	1	0	0.3	no reported evidence		0	0		
HMOX1	3162	SPINOCEREBELLAR ATAXIA 17	C1846707	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	Disease or Syndrome	17	1	0.3	no reported evidence		1	0	2015	2015
HMOX1	3162	Myocardial Failure	C1959583	disease	Cardiovascular Diseases	Disease or Syndrome	107	0	0.3	no reported evidence		1	0	2012	2012
HMOX1	3162	Heart Decompensation	C1961112	phenotype	Cardiovascular Diseases	Pathologic Function	101	0	0.3	no reported evidence		1	0	2012	2012
HMOX1	3162	Chronic Lung Injury	C2350344	disease	Respiratory Tract Diseases; Wounds and Injuries	Disease or Syndrome	26	0	0.3	no reported evidence		1	0	2007	2007
HMOX1	3162	Focal Emphysema	C2350878	disease	Respiratory Tract Diseases	Disease or Syndrome	11	0	0.3	no reported evidence		1	0	2000	2000
HMOX1	3162	Acute kidney injury	C2609414	disease	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases	Injury or Poisoning	91	0	0.3	no reported evidence		1	0	2011	2011
HMOX1	3162	Cerebral Hemorrhage	C2937358	phenotype	Cardiovascular Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Pathologic Function	66	1	0.3	no reported evidence		1	0	2003	2003
HMOX1	3162	Traumatic injury	C3263723	group	Wounds and Injuries	Injury or Poisoning	18	0	0.3	no reported evidence		1	0	2003	2003
HMOX1	3162	Drug-Induced Acute Liver Injury	C3658290	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	324	0	0.3	no reported evidence		2	0	2008	2012
HMOX1	3162	Research-Related Injuries	C4046002	group	Wounds and Injuries	Injury or Poisoning	18	0	0.3	no reported evidence		1	0	2003	2003
HMOX1	3162	Chemical and Drug Induced Liver Injury	C4277682	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	324	0	0.3	no reported evidence		2	0	2008	2012
HMOX1	3162	Chemically-Induced Liver Toxicity	C4279912	disease	Digestive System Diseases; Substance-Related Disorders	Disease or Syndrome	324	0	0.3	no reported evidence		2	0	2008	2012
IRF5	3663	CREST Syndrome	C0206138	disease	Cardiovascular Diseases; Digestive System Diseases; Nutritional and Metabolic Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	32	6	0.3	no reported evidence		0	0		
IRF5	3663	Libman-Sacks Disease	C0242380	disease	Immune System Diseases; Skin and Connective Tissue Diseases	Disease or Syndrome	58	0	0.3	no reported evidence		2	0	2008	2009
IRF5	3663	Scleroderma, Limited	C0748540	disease	Skin and Connective Tissue Diseases	Disease or Syndrome	12	10	0.3	no reported evidence		0	0		
IRF5	3663	Inflammatory Bowel Disease 14	C2677100	disease	Digestive System Diseases	Disease or Syndrome	1	0	0.3	no reported evidence		0	0		
PSEN1	5663	Asphyxia Neonatorum	C0004045	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	Disease or Syndrome	23	1	0.3	no reported evidence		1	0	2008	2008
PSEN1	5663	Learning Disorders	C0023186	group	Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	35	1	0.3	no reported evidence		1	0	2015	2015
PSEN1	5663	Memory Disorders	C0025261	disease	Behavior and Behavior Mechanisms; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	43	0	0.3	no reported evidence		2	0	2015	2018
PSEN1	5663	Nerve Degeneration	C0027746	phenotype	Pathological Conditions, Signs and Symptoms	Cell or Molecular Dysfunction	144	5	0.3	no reported evidence		1	0	2009	2009
PSEN1	5663	Spastic Paraplegia, Hereditary	C0037773	disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	Disease or Syndrome	125	21	0.3	limited		0	0		
PSEN1	5663	Splenomegaly	C0038002	phenotype	Pathological Conditions, Signs and Symptoms	Finding	246	3	0.3	no reported evidence		1	0	2016	2016
PSEN1	5663	Conduction disorder of the heart	C0264886	group	Cardiovascular Diseases	Disease or Syndrome	78	0	0.3	moderate		0	0		
PSEN1	5663	Degenerative Diseases, Central Nervous System	C0270715	group	Nervous System Diseases	Disease or Syndrome	41	0	0.3	no reported evidence		1	0	2014	2014
PSEN1	5663	Familial dilated cardiomyopathy	C0340427	disease	Cardiovascular Diseases	Disease or Syndrome	75	18	0.3	no reported evidence		0	0		
PSEN1	5663	Pallidopontonigral degeneration	C0520716	disease	Mental Disorders; Nervous System Diseases; Nutritional and Metabolic Diseases	Disease or Syndrome	4	12	0.3	no reported evidence		1	1	2001	2001
PSEN1	5663	Acute Confusional Senile Dementia	C0546126	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	84	2	0.3	no reported evidence		13	0	1995	2018
PSEN1	5663	Alzheimer's Disease, Focal Onset	C0750900	disease	Mental Disorders; Nervous System Diseases	Mental or Behavioral Dysfunction	84	2	0.3	no reported evidence		13	0	1995	2018
PSEN1	5663	Adult Learning Disorders	C0751262	group	Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	29	0	0.3	no reported evidence		1	0	2015	2015
PSEN1	5663	Learning Disturbance	C0751263	disease	Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	29	0	0.3	no reported evidence		1	0	2015	2015
PSEN1	5663	Learning Disabilities	C0751265	disease	Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Mental or Behavioral Dysfunction	71	2	0.3	no reported evidence		1	0	2015	2015
